rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
32	SLC10A6	solute carrier family 10 (sodium/bile acid cotransporter family), member 6	1154	336	0	0	2	0	0	1	3	2	3	1.560846e-02	1	9.400000e-03	3.986230e-03	1
33	PLXNB2	plexin B2	5657	22	0	0	2	0	0	1	3	3	3	7.857334e-03	1	2.800000e-02	4.082538e-03	1
34	DAB1	disabled homolog 1 (Drosophila)	1720	12	0	0	0	0	0	2	2	2	2	1.631554e-03	1	1.940000e-01	4.932952e-03	1
35	CHD4	chromodomain helicase DNA binding protein 4	5895	3	0	0	9	2	1	0	12	10	12	5.841115e-03	1	5.300000e-02	5.106563e-03	1
36	HBA1	hemoglobin, alpha 1	439	31	0	0	0	1	0	0	1	1	1	5.162190e-03	NaN	NaN	5.162190e-03	1
37	MOGAT2	monoacylglycerol O-acyltransferase 2	1024	306	0	0	2	0	1	0	3	3	3	1.408041e-03	1	4.390000e-01	5.206178e-03	1
38	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A	1762	100	0	0	1	1	0	0	2	2	1	6.272638e-02	1.000000e-02	3.062000e-01	5.252797e-03	1
39	CEL	carboxyl ester lipase (bile salt-stimulated lipase)	2315	59	0	0	0	0	0	2	2	2	2	6.761519e-04	1	9.610000e-01	5.611447e-03	1
40	OVCH1	ovochymase 1	3515	42	0	0	2	0	0	0	2	2	2	1.211082e-02	1	3.000000e-02	6.413364e-03	1
41	OR51Q1	olfactory receptor, family 51, subfamily Q, member 1	958	11	0	0	0	1	0	0	1	1	1	6.464884e-03	NaN	NaN	6.464884e-03	1
42	ANLN	anillin, actin binding protein	3559	6	0	0	1	0	0	1	2	2	2	5.789076e-02	1	1.000000e-02	6.784835e-03	1
43	PDGFRB	platelet-derived growth factor receptor, beta polypeptide	3409	153	0	1	4	0	0	0	4	4	4	1.279180e-02	1	5.500000e-02	6.909554e-03	1
44	LYL1	lymphoblastic leukemia derived sequence 1	866	12	0	0	0	0	1	0	1	1	1	7.028260e-03	NaN	NaN	7.028260e-03	1
45	USP10	ubiquitin specific peptidase 10	2449	115	0	0	2	0	0	1	3	3	3	9.046564e-04	1	4.700000e-01	7.244448e-03	1
46	HMGN2	high-mobility group nucleosomal binding domain 2	293	2	0	0	0	0	0	1	1	1	1	7.445114e-03	NaN	NaN	7.445114e-03	1
47	SPG7	spastic paraplegia 7 (pure and complicated autosomal recessive)	2602	95	0	0	2	0	0	1	3	2	3	8.094176e-03	1	8.300000e-02	7.765210e-03	1
48	SUSD4	sushi domain containing 4	1658	22	0	0	2	0	0	1	3	3	3	3.034750e-03	1	2.120000e-01	8.022570e-03	1
49	ZNF780A	zinc finger protein 780A	2124	24	0	0	2	0	0	0	2	2	2	3.186262e-02	1	2.200000e-02	8.042982e-03	1
50	MYBPC2	myosin binding protein C, fast type	3536	33	0	0	1	0	1	1	3	3	3	1.019768e-03	1	5.180000e-01	8.044112e-03	1
51	RRAGD	Ras-related GTP binding D	1227	12	0	0	0	0	0	1	1	1	1	8.086228e-03	NaN	NaN	8.086228e-03	1
52	C10orf81	chromosome 10 open reading frame 81	1137	245	0	0	1	0	1	0	2	1	2	1.071975e-01	1	1.000000e-02	8.402409e-03	1
53	TMF1	TATA element modulatory factor 1	3346	3	0	0	0	0	1	1	2	2	2	5.487771e-03	1	6.600000e-02	9.060921e-03	1
54	TRPM2	transient receptor potential cation channel, subfamily M, member 2	4638	24	0	0	4	0	0	0	4	4	4	1.236217e-03	1	8.130000e-01	9.513554e-03	1
55	EPB41L2	erythrocyte membrane protein band 4.1-like 2	3094	25	0	0	2	0	1	0	3	3	3	1.049391e-02	1	1.100000e-01	9.877508e-03	1
56	MMEL1	membrane metallo-endopeptidase-like 1	2434	253	0	0	3	0	0	0	3	3	3	2.437662e-03	1	5.120000e-01	1.036996e-02	1
57	SLC25A13	solute carrier family 25, member 13 (citrin)	2099	40	0	0	1	2	0	0	3	2	3	3.501200e-02	1	3.000000e-02	1.037245e-02	1
58	BFAR	bifunctional apoptosis regulator	1381	108	0	0	1	0	1	0	2	2	2	1.454572e-03	1	4.250000e-01	1.095735e-02	1
59	C1orf112	chromosome 1 open reading frame 112	3770	32	0	0	2	0	0	0	2	2	2	1.139082e-01	1	1.040000e-02	1.127676e-02	1
60	HCFC1R1	host cell factor C1 regulator 1 (XPO1 dependent)	1173	139	0	0	0	0	0	2	2	2	2	1.526670e-03	1	7.100000e-01	1.142661e-02	1
61	CTRB1	chymotrypsinogen B1	820	24	0	0	1	0	0	0	1	1	1	1.151529e-02	NaN	NaN	1.151529e-02	1
62	GPRASP1	G protein-coupled receptor associated sorting protein 1	4188	477	0	1	3	0	0	1	4	4	4	3.164897e-03	1	3.140000e-01	1.158290e-02	1
63	LYPLA2	lysophospholipase II	732	11	0	1	0	0	0	2	2	2	2	1.625692e-03	1	5.690000e-01	1.206560e-02	1
64	TRA2A	transformer 2 alpha homolog (Drosophila)	877	182	0	0	3	0	0	0	3	2	3	2.992393e-02	1	1.900000e-02	1.219471e-02	1
65	ARHGAP11A	Rho GTPase activating protein 11A	3139	220	0	1	3	0	0	1	4	3	4	1.652378e-02	1	9.800000e-02	1.234251e-02	1
66	GLB1L3	galactosidase, beta 1-like 3	2038	160	0	0	4	0	0	0	4	3	4	2.216418e-02	1	6.100000e-02	1.258346e-02	1
67	FDX1	ferredoxin 1	567	75	0	0	1	0	0	0	1	1	1	1.260303e-02	NaN	NaN	1.260303e-02	1
68	LYRM2	LYR motif containing 2	277	6	0	0	0	0	0	1	1	1	1	1.295771e-02	NaN	NaN	1.295771e-02	1
69	HIP1	huntingtin interacting protein 1	3236	16	0	0	2	0	0	1	3	3	3	1.779667e-03	1	8.960000e-01	1.304733e-02	1
70	ADCK2	aarF domain containing kinase 2	1909	54	0	0	1	0	0	1	2	2	2	1.838571e-03	1	7.490000e-01	1.341930e-02	1
71	ZFP90	zinc finger protein 90 homolog (mouse)	1925	213	0	0	2	1	0	0	3	3	3	2.987252e-03	1	5.600000e-01	1.352324e-02	1
72	DPH3	DPH3, KTI11 homolog (S. cerevisiae)	257	21	0	0	0	1	0	0	1	1	1	1.377600e-02	NaN	NaN	1.377600e-02	1
73	KYNU	kynureninase (L-kynurenine hydrolase)	1478	38	0	1	2	0	0	0	2	2	2	4.142061e-02	1	3.200000e-02	1.383872e-02	1
74	KIR3DL1	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1	1371	207	0	0	2	0	0	0	2	2	2	8.707940e-02	1	1.500000e-02	1.390382e-02	1
75	CD19	CD19 molecule	1732	52	0	0	0	1	0	0	1	1	1	1.437968e-02	NaN	NaN	1.437968e-02	1
76	ASB9	ankyrin repeat and SOCS box-containing 9	940	277	0	0	2	0	0	0	2	1	2	2.000635e-01	1.000000e-02	6.131000e-01	1.443316e-02	1
77	CATSPER1	cation channel, sperm associated 1	2387	41	0	0	2	0	0	0	2	2	2	2.229684e-02	1	8.100000e-02	1.543446e-02	1
78	FNDC3A	fibronectin type III domain containing 3A	3708	29	0	1	2	0	0	0	2	2	2	1.019881e-01	1	1.000000e-02	1.586744e-02	1
79	KLF6	Kruppel-like factor 6	864	5	0	0	0	0	0	1	1	1	1	1.588072e-02	NaN	NaN	1.588072e-02	1
80	CHEK2	CHK2 checkpoint homolog (S. pombe)	2072	384	0	0	1	0	1	0	2	2	2	2.500844e-02	1	8.200000e-02	1.612481e-02	1
81	ARHGEF10L	Rho guanine nucleotide exchange factor (GEF) 10-like	3952	20	0	0	1	0	1	0	2	2	2	2.017548e-02	1	1.020000e-01	1.663908e-02	1
82	NRAP	nebulin-related anchoring protein	5359	18	0	1	1	1	1	0	3	3	3	5.641957e-03	1	2.840000e-01	1.686441e-02	1
83	RPGRIP1L	RPGRIP1-like	4052	13	0	0	0	0	1	0	1	1	1	1.689033e-02	NaN	NaN	1.689033e-02	1
84	HAT1	histone acetyltransferase 1	1302	4	0	0	0	0	0	1	1	1	1	1.689583e-02	NaN	NaN	1.689583e-02	1
85	SMC3	structural maintenance of chromosomes 3	3766	38	0	0	0	1	0	0	1	1	1	1.699143e-02	NaN	NaN	1.699143e-02	1
86	PRKCQ	protein kinase C, theta	2189	15	0	0	0	0	1	0	1	1	1	1.701633e-02	NaN	NaN	1.701633e-02	1
87	ALDH4A1	aldehyde dehydrogenase 4 family, member A1	1752	326	0	0	2	0	0	0	2	1	2	2.449180e-01	1.000000e-02	1.226000e-01	1.717366e-02	1
88	ZNF451	zinc finger protein 451	3242	27	0	0	1	0	1	0	2	1	2	4.025145e-03	1	5.930000e-01	1.750047e-02	1
89	C10orf137	chromosome 10 open reading frame 137	3707	39	0	0	1	0	0	1	2	2	2	2.022214e-02	1	9.600000e-02	1.788643e-02	1
90	UQCRC1	ubiquinol-cytochrome c reductase core protein I	1493	450	0	0	2	0	0	0	2	2	2	1.343688e-02	1	1.890000e-01	1.795600e-02	1
91	TBX1	T-box 1	1826	116	0	0	2	0	0	0	2	2	2	1.671694e-02	1	1.430000e-01	1.812250e-02	1
92	TPO	thyroid peroxidase	2865	18	0	0	0	1	0	0	1	1	1	1.818592e-02	NaN	NaN	1.818592e-02	1
93	CLLU1OS	chronic lymphocytic leukemia up-regulated 1 opposite strand	673	4	0	1	1	0	0	0	1	1	1	1.834862e-02	NaN	NaN	1.834862e-02	1
94	CD3E	CD3e molecule, epsilon (CD3-TCR complex)	656	94	0	0	1	0	0	0	1	1	1	1.878276e-02	NaN	NaN	1.878276e-02	1
95	MCF2L2	MCF.2 cell line derived transforming sequence-like 2	4551	17	0	0	1	1	0	0	2	2	2	1.555896e-02	1	1.750000e-01	1.889587e-02	1
96	TREX2	three prime repair exonuclease 2	716	50	0	0	1	0	0	0	1	1	1	1.926173e-02	NaN	NaN	1.926173e-02	1
97	DGKZ	diacylglycerol kinase, zeta 104kDa	3923	93	0	0	0	0	1	1	2	2	2	2.863165e-03	1	8.740000e-01	1.962937e-02	1
98	MTBP	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse) binding protein, 104kDa	2953	53	0	0	2	1	0	0	3	3	3	6.088016e-03	1	2.530000e-01	1.979695e-02	1
99	TBK1	TANK-binding kinase 1	2270	140	0	0	0	0	1	0	1	1	1	1.981505e-02	NaN	NaN	1.981505e-02	1
100	FCGBP	Fc fragment of IgG binding protein	16360	20	0	1	5	0	0	0	5	5	4	1.637912e-01	1.450000e-02	9.828000e-01	2.031699e-02	1
101	RAB42	RAB42, member RAS oncogene family	318	51	0	0	1	0	0	0	1	1	1	2.036767e-02	NaN	NaN	2.036767e-02	1
102	SAV1	salvador homolog 1 (Drosophila)	1168	16	0	0	2	1	0	0	3	3	3	3.045257e-03	1	4.900000e-01	2.068999e-02	1
103	CALML4	calmodulin-like 4	880	0	0	0	0	0	0	1	1	1	1	2.079290e-02	NaN	NaN	2.079290e-02	1
104	CCDC13	coiled-coil domain containing 13	2208	75	0	0	0	0	1	0	1	1	1	2.080365e-02	NaN	NaN	2.080365e-02	1
105	CUX1	cut-like homeobox 1	5497	12	0	0	0	1	0	0	1	1	1	2.090513e-02	NaN	NaN	2.090513e-02	1
106	MAD1L1	MAD1 mitotic arrest deficient-like 1 (yeast)	2484	151	0	1	1	1	0	1	3	3	3	3.103188e-03	1	8.410000e-01	2.102511e-02	1
107	PLEKHG6	pleckstrin homology domain containing, family G (with RhoGef domain) member 6	2477	106	0	1	1	0	0	1	2	2	2	3.165537e-03	1	5.740000e-01	2.138457e-02	1
108	CXorf21	chromosome X open reading frame 21	909	8	0	0	0	1	0	0	1	1	1	2.147476e-02	NaN	NaN	2.147476e-02	1
109	MAN1B1	mannosidase, alpha, class 1B, member 1	2150	49	0	0	2	0	0	0	2	2	2	8.234641e-03	1	3.650000e-01	2.150691e-02	1
110	BZRAP1	benzodiazapine receptor (peripheral) associated protein 1	5698	40	0	0	3	0	0	0	3	3	3	1.424065e-02	1	1.470000e-01	2.185163e-02	1
111	TCHH	trichohyalin	5836	30	0	0	3	0	0	0	3	2	3	2.551230e-01	1	1.030000e-02	2.195877e-02	1
112	APAF1	apoptotic peptidase activating factor 1	4001	47	0	0	1	1	0	0	2	2	2	3.283619e-03	1	7.720000e-01	2.206201e-02	1
113	PARP2	poly (ADP-ribose) polymerase family, member 2	1814	342	0	0	2	0	0	0	2	2	2	2.555167e-02	1	7.100000e-02	2.213374e-02	1
114	S100A13	S100 calcium binding protein A13	658	92	0	0	0	0	1	0	1	1	1	2.216221e-02	NaN	NaN	2.216221e-02	1
115	H1FX	H1 histone family, member X	642	64	0	0	1	0	0	0	1	1	1	2.249658e-02	NaN	NaN	2.249658e-02	1
116	OSTN	osteocrin	408	75	0	0	1	1	0	0	2	2	2	6.509135e-03	1	3.910000e-01	2.260178e-02	1
117	ATP4A	ATPase, H+/K+ exchanging, alpha polypeptide	3194	11	0	0	4	0	0	1	5	5	5	3.382704e-03	1	8.730000e-01	2.262718e-02	1
118	GLYCTK	glycerate kinase	1588	31	0	0	0	1	0	0	1	1	1	2.332585e-02	NaN	NaN	2.332585e-02	1
119	MPP4	membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)	1998	6	0	1	0	1	0	0	1	1	1	2.345543e-02	NaN	NaN	2.345543e-02	1
120	WDR89	WD repeat domain 89	1168	46	0	1	0	1	0	0	1	1	1	2.363240e-02	NaN	NaN	2.363240e-02	1
121	KDELR1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	655	16	0	0	0	0	0	1	1	1	1	2.372895e-02	NaN	NaN	2.372895e-02	1
122	KALRN	kalirin, RhoGEF kinase	9349	10	0	0	1	1	0	1	3	3	3	3.584559e-03	1	9.630000e-01	2.376964e-02	1
123	C5orf48	chromosome 5 open reading frame 48	417	25	0	0	1	0	0	0	1	1	1	2.382750e-02	NaN	NaN	2.382750e-02	1
124	TEX14	testis expressed 14	4876	15	0	0	0	1	0	0	1	1	1	2.383496e-02	NaN	NaN	2.383496e-02	1
125	TCF20	transcription factor 20 (AR1)	5919	8	0	0	0	1	0	1	2	2	2	1.273259e-02	1	2.030000e-01	2.401843e-02	1
126	TREML2	triggering receptor expressed on myeloid cells-like 2	983	82	0	0	1	0	1	0	2	2	2	3.671511e-03	1	6.860000e-01	2.425823e-02	1
127	C11orf63	chromosome 11 open reading frame 63	2431	107	0	0	0	1	0	0	1	1	1	2.501105e-02	NaN	NaN	2.501105e-02	1
128	ANK1	ankyrin 1, erythrocytic	6294	2	0	0	3	0	0	0	3	2	2	5.115121e-01	7.500000e-03	5.053000e-01	2.517881e-02	1
129	FAM178A	family with sequence similarity 178, member A	3673	16	0	0	0	0	1	0	1	1	1	2.533547e-02	NaN	NaN	2.533547e-02	1
130	DOCK8	dedicator of cytokinesis 8	6758	4	0	0	0	0	1	0	1	1	1	2.561377e-02	NaN	NaN	2.561377e-02	1
131	GATA1	GATA binding protein 1 (globin transcription factor 1)	1262	0	0	0	0	0	0	1	1	1	1	2.567844e-02	NaN	NaN	2.567844e-02	1
132	MAP3K15	mitogen-activated protein kinase kinase kinase 15	4054	27	0	0	1	1	0	0	2	2	2	3.941108e-03	1	8.070000e-01	2.576024e-02	1
133	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif, 12	4879	5	0	0	2	0	0	0	2	2	1	3.443961e-01	1.150000e-02	3.480000e-02	2.586786e-02	1
134	ZNF830	zinc finger protein 830	1465	57	0	0	0	0	0	1	1	1	1	2.596331e-02	NaN	NaN	2.596331e-02	1
135	ANKRD58	ankyrin repeat domain 58	950	15	0	0	1	0	0	0	1	1	1	2.619071e-02	NaN	NaN	2.619071e-02	1
136	ARL15	ADP-ribosylation factor-like 15	633	70	0	0	0	1	0	0	1	1	1	2.641223e-02	NaN	NaN	2.641223e-02	1
137	NAP1L2	nucleosome assembly protein 1-like 2	1383	143	0	0	3	0	0	1	4	3	4	4.064540e-03	1	5.640000e-01	2.644168e-02	1
138	GPATCH1	G patch domain containing 1	2872	41	0	0	0	0	1	0	1	1	1	2.653235e-02	NaN	NaN	2.653235e-02	1
139	URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	4611	33	0	0	1	1	0	1	3	2	3	4.093189e-03	1	6.100000e-01	2.659930e-02	1
140	SPIN1	spindlin 1	805	64	0	0	2	0	0	0	2	2	2	4.123470e-03	1	7.570000e-01	2.676569e-02	1
141	SAPS3	SAPS domain family, member 3	2780	49	0	0	3	0	0	0	3	3	3	4.218734e-03	1	4.250000e-01	2.728770e-02	1
142	SFRS16	splicing factor, arginine/serine-rich 16	2107	31	0	0	1	0	0	1	2	2	2	1.767986e-02	1	8.700000e-02	2.751777e-02	1
143	RHOXF1	Rhox homeobox family, member 1	565	189	0	0	2	0	0	0	2	2	2	1.935740e-02	1	1.960000e-01	2.761129e-02	1
144	KIF14	kinesin family member 14	5059	7	0	0	0	0	0	2	2	2	2	5.897293e-03	1	2.760000e-01	2.763010e-02	1
145	NCKAP5	NCK-associated protein 5	5802	16	0	0	2	0	1	1	4	3	4	4.294319e-03	1	6.800000e-01	2.770034e-02	1
146	SLC45A4	solute carrier family 45, member 4	2425	8	0	0	0	0	0	1	1	1	1	2.772446e-02	NaN	NaN	2.772446e-02	1
147	ANKAR	ankyrin and armadillo repeat containing	4397	12	0	0	3	0	0	0	3	3	3	5.890711e-02	1	5.800000e-02	2.773250e-02	1
148	DAAM1	dishevelled associated activator of morphogenesis 1	3337	22	0	0	3	1	0	0	4	3	4	1.098302e-02	1	1.670000e-01	2.782024e-02	1
149	KIAA1310	KIAA1310	2721	27	0	0	3	0	0	0	3	3	3	4.451929e-03	1	9.310000e-01	2.855653e-02	1
150	SLC20A2	solute carrier family 20 (phosphate transporter), member 2	1995	25	0	0	3	0	0	0	3	3	3	1.012572e-02	1	2.650000e-01	2.862968e-02	1
151	FAM135B	family with sequence similarity 135, member B	4297	26	0	2	4	1	1	0	6	4	6	8.295822e-02	1	3.400000e-02	2.870705e-02	1
152	ESF1	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)	2844	33	0	0	1	1	0	1	3	3	3	4.510357e-03	1	8.150000e-01	2.887250e-02	1
153	YPEL4	yippee-like 4 (Drosophila)	396	224	0	0	2	0	0	0	2	2	2	4.513578e-03	1	5.340000e-01	2.888990e-02	1
154	ASH2L	ash2 (absent, small, or homeotic)-like (Drosophila)	1951	70	0	0	1	0	1	0	2	2	2	4.551263e-03	1	7.890000e-01	2.909327e-02	1
155	PCDHGA2	protocadherin gamma subfamily A, 2	50724	48	0	1	3	0	0	0	3	3	3	1.675852e-02	1	1.830000e-01	2.922162e-02	1
156	YARS	tyrosyl-tRNA synthetase	1635	88	0	0	3	0	0	0	3	3	3	8.671015e-03	1	3.640000e-01	2.928566e-02	1
157	PNMA5	paraneoplastic antigen like 5	1347	326	0	0	2	0	0	0	2	2	2	2.652059e-02	1	5.500000e-02	2.929156e-02	1
158	PXDNL	peroxidasin homolog (Drosophila)-like	4482	13	0	0	3	0	2	0	5	4	5	9.670555e-03	1	4.210000e-01	2.947698e-02	1
159	ZNF167	zinc finger protein 167	2303	105	0	1	0	1	0	0	1	1	1	3.045684e-02	NaN	NaN	3.045684e-02	1
160	LAMA1	laminin, alpha 1	9478	13	0	0	0	1	0	0	1	1	1	3.071768e-02	NaN	NaN	3.071768e-02	1
161	ACTA1	actin, alpha 1, skeletal muscle	1158	158	0	0	0	0	1	0	1	1	1	3.096054e-02	NaN	NaN	3.096054e-02	1
162	DYNLRB1	dynein, light chain, roadblock-type 1	305	57	0	0	2	0	0	0	2	2	2	5.017215e-03	1	7.480000e-01	3.158277e-02	1
163	MMP25	matrix metallopeptidase 25	1725	18	0	0	1	1	0	0	2	2	2	5.025229e-03	1	6.570000e-01	3.162519e-02	1
164	TMPRSS5	transmembrane protease, serine 5 (spinesin)	1422	158	0	0	0	0	0	1	1	1	1	3.162565e-02	NaN	NaN	3.162565e-02	1
165	RASIP1	Ras interacting protein 1	2956	18	0	1	0	0	0	1	1	1	1	3.202674e-02	NaN	NaN	3.202674e-02	1
166	LIPH	lipase, member H	1392	187	0	0	1	0	0	0	1	1	1	3.230641e-02	NaN	NaN	3.230641e-02	1
167	PTP4A3	protein tyrosine phosphatase type IVA, member 3	538	254	0	0	2	0	0	0	2	2	2	5.155840e-03	1	4.550000e-01	3.231488e-02	1
168	DHX29	DEAH (Asp-Glu-Ala-His) box polypeptide 29	4309	14	0	0	0	0	1	0	1	1	1	3.257553e-02	NaN	NaN	3.257553e-02	1
169	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	1695	25	0	1	0	0	1	0	1	1	1	3.263789e-02	NaN	NaN	3.263789e-02	1
170	GRIA3	glutamate receptor, ionotrophic, AMPA 3	2864	24	0	1	4	1	0	0	5	4	5	5.229611e-03	1	8.410000e-01	3.270295e-02	1
171	CCT4	chaperonin containing TCP1, subunit 4 (delta)	1672	15	0	0	0	0	1	0	1	1	1	3.299531e-02	NaN	NaN	3.299531e-02	1
172	ADAMTSL1	ADAMTS-like 1	5403	170	0	1	1	1	1	1	4	4	4	1.093660e-02	1	3.460000e-01	3.343793e-02	1
173	ASPRV1	aspartic peptidase, retroviral-like 1	1032	452	0	0	1	0	0	1	2	2	2	5.419741e-03	1	8.120000e-01	3.369836e-02	1
174	AKAP12	A kinase (PRKA) anchor protein (gravin) 12	5388	5	0	0	1	1	0	1	3	2	3	1.533347e-02	1	2.920000e-01	3.382166e-02	1
175	TXN2	thioredoxin 2	511	14	0	0	0	0	0	1	1	1	1	3.410800e-02	NaN	NaN	3.410800e-02	1
176	UGT3A1	UDP glycosyltransferase 3 family, polypeptide A1	1676	38	0	0	0	0	1	0	1	1	1	3.418067e-02	NaN	NaN	3.418067e-02	1
177	ARHGAP4	Rho GTPase activating protein 4	3051	119	0	1	0	0	1	0	1	1	1	3.427224e-02	NaN	NaN	3.427224e-02	1
178	OBFC1	oligonucleotide/oligosaccharide-binding fold containing 1	1143	47	0	1	0	0	1	0	1	1	1	3.435311e-02	NaN	NaN	3.435311e-02	1
179	NHS	Nance-Horan syndrome (congenital cataracts and dental anomalies)	5024	10	0	0	2	1	0	0	3	3	3	5.651769e-03	1	6.110000e-01	3.490412e-02	1
