rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
17	STAG2	stromal antigen 2	3939	8	0	2	5	4	0	5	14	14	14	3.946082e-07	1	7.620000e-01	6.213252e-06	6.676688e-03
18	NFE2L2	nuclear factor (erythroid-derived 2)-like 2	1834	2	0	0	9	1	0	0	10	10	8	6.639590e-02	3.000000e-05	7.990000e-03	1.010881e-05	1.025931e-02
19	KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	718	19	0	0	3	1	0	3	7	6	7	2.965392e-05	9.500000e-02	9.600000e-02	1.287054e-05	1.230577e-02
20	ATM	ataxia telangiectasia mutated	9438	1	0	1	10	4	2	3	19	16	18	5.418838e-03	4.022222e-03	4.322222e-03	1.347249e-05	1.230577e-02
21	MTOR	mechanistic target of rapamycin (serine/threonine kinase)	8871	8	0	6	33	0	1	1	35	34	28	1.290109e-01	1.000000e-05	7.574900e-01	1.878500e-05	1.634116e-02
22	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	3999	4	0	0	6	0	0	0	6	6	5	7.260210e-02	1.000000e-05	7.755600e-01	2.097117e-05	1.741370e-02
23	SLC6A14	solute carrier family 6 (amino acid transporter), member 14	1981	0	0	0	2	0	0	4	6	5	5	9.221603e-03	1.666667e-04	8.291778e-01	3.422006e-05	2.717965e-02
24	PIK3CA	phosphoinositide-3-kinase, catalytic, alpha polypeptide	3287	2	0	0	11	1	0	0	12	12	8	1.350550e-01	1.000000e-05	7.263600e-01	3.733421e-05	2.841756e-02
25	EMG1	EMG1 nucleolar protein homolog (S. cerevisiae)	1360	45	1	0	0	0	0	4	4	4	2	5.911145e-03	5.333333e-04	7.075333e-01	4.308761e-05	3.148498e-02
26	RIMBP3	RIMS binding protein 3	4920	24	0	0	0	0	0	5	5	5	4	3.345028e-01	5.864000e-02	2.000000e-05	4.551926e-05	3.198253e-02
27	RAI1	retinoic acid induced 1	5737	8	0	0	3	0	1	3	7	7	7	4.130780e-06	1	8.910000e-01	5.534025e-05	3.744280e-02
28	FAM160B2	family with sequence similarity 160, member B2	2097	8	0	0	0	0	1	4	5	4	5	4.579619e-04	4.130000e-02	1.350000e-01	5.918985e-05	3.861715e-02
29	ZNF598	zinc finger protein 598	2763	0	0	3	10	0	0	1	11	11	2	6.346644e-01	1.000000e-05	9.979200e-01	8.230064e-05	5.184373e-02
30	KDM6A	lysine (K)-specific demethylase 6A	4318	10	0	1	1	3	1	6	11	10	11	8.868350e-06	1	7.480000e-01	1.120341e-04	6.696631e-02
31	DPCR1	diffuse panbronchiolitis critical region 1	4190	105	0	1	6	0	0	2	8	8	7	6.254443e-05	1.270000e-01	8.440000e-01	1.136389e-04	6.696631e-02
32	CYP4F11	cytochrome P450, family 4, subfamily F, polypeptide 11	1622	41	0	0	4	0	2	0	6	5	6	1.095042e-02	2.940000e-02	8.566667e-03	1.234632e-04	7.048204e-02
33	STAM	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1	1675	1	0	0	3	0	0	3	6	6	5	2.056392e-04	3.600000e-02	9.120000e-01	1.283715e-04	7.106336e-02
34	NUDT11	nudix (nucleoside diphosphate linked moiety X)-type motif 11	500	92	0	0	1	0	0	4	5	5	2	5.209947e-03	1.100000e-03	9.621000e-01	1.329399e-04	7.142783e-02
35	PARD6B	par-6 partitioning defective 6 homolog beta (C. elegans)	1127	15	0	1	4	1	0	2	7	7	6	2.441716e-04	6.500000e-02	6.600000e-01	1.966526e-04	1.021360e-01
36	RHEB	Ras homolog enriched in brain	583	234	0	0	4	0	0	0	4	4	2	4.194859e-02	7.000000e-04	1.843000e-01	2.012753e-04	1.021360e-01
37	SLC16A1	solute carrier family 16, member 1 (monocarboxylic acid transporter 1)	1519	5	0	0	1	1	0	1	3	3	3	3.071295e-03	5.900000e-03	8.118000e-01	2.159701e-04	1.066309e-01
38	SKI	v-ski sarcoma viral oncogene homolog (avian)	2213	19	0	2	8	0	0	1	9	9	4	8.327904e-03	6.333333e-04	9.906000e-01	2.272258e-04	1.092358e-01
39	THBS1	thrombospondin 1	3597	34	0	2	7	1	2	0	10	10	10	7.653687e-05	1	2.320000e-01	2.485279e-04	1.164130e-01
40	SH3BP2	SH3-domain binding protein 2	1989	12	0	0	4	0	0	2	6	5	6	3.442813e-04	1	1.900000e-02	2.656757e-04	1.211252e-01
41	NASP	nuclear autoantigenic sperm protein (histone-binding)	2502	55	0	1	4	0	0	1	5	4	4	1.233561e-01	1.666667e-04	7.136667e-02	2.718488e-04	1.211252e-01
42	FAT1	FAT tumor suppressor homolog 1 (Drosophila)	13871	9	0	6	15	0	1	8	24	21	24	1.497987e-02	2.000000e-03	1.218000e-01	2.789564e-04	1.213327e-01
43	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	7310	10	0	5	11	3	1	2	17	17	15	5.631162e-04	3.100000e-02	9.380000e-01	2.875530e-04	1.221632e-01
44	PCK1	phosphoenolpyruvate carboxykinase 1 (soluble)	1905	1	0	3	1	0	0	4	5	5	5	1.106472e-03	2.100000e-02	4.100000e-01	3.295761e-04	1.368340e-01
45	TPPP	tubulin polymerization promoting protein	672	73	0	0	2	1	0	0	3	3	2	1.460229e-03	2.200000e-02	7.190000e-01	3.644866e-04	1.421235e-01
46	MLL3	myeloid/lymphoid or mixed-lineage leukemia 3	14968	1	0	4	21	8	2	9	40	39	39	1.152076e-04	2.150000e-01	7.870000e-01	3.646716e-04	1.421235e-01
47	PAM	peptidylglycine alpha-amidating monooxygenase	3021	7	0	0	4	0	0	2	6	4	6	1.896358e-01	9.000000e-05	3.497000e-01	3.656561e-04	1.421235e-01
48	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	1267	67	0	0	2	0	3	0	5	5	4	2.749099e-04	1.270000e-01	2.810000e-01	3.960389e-04	1.507258e-01
49	TMCO3	transmembrane and coiled-coil domains 3	2082	3	0	0	5	0	0	3	8	7	7	1.099780e-03	5.700000e-02	4.430000e-01	4.297687e-04	1.602248e-01
50	RPL7A	ribosomal protein L7a	995	12	0	0	1	0	2	0	3	3	2	2.086680e-03	1.900000e-02	9.700000e-02	4.414881e-04	1.613021e-01
51	ARHGAP35	glucocorticoid receptor DNA binding factor 1	4520	4	0	1	4	1	1	2	8	7	8	2.435543e-04	1	1.150000e-01	4.592611e-04	1.616925e-01
52	AHNAK2	AHNAK nucleoprotein 2	17412	6	0	22	37	3	0	2	42	33	38	4.611457e-01	5.000000e-05	8.246800e-01	4.602588e-04	1.616925e-01
53	JMJD1C	jumonji domain containing 1C	7723	9	0	1	6	1	0	4	11	10	11	4.032110e-02	2.355000e-02	5.350000e-03	4.889198e-04	1.685205e-01
54	TTLL6	tubulin tyrosine ligase-like family, member 6	2817	18	0	0	3	0	1	2	6	6	6	3.416847e-04	1	1.330000e-01	5.575649e-04	1.880291e-01
55	AMAC1L3	acyl-malonyl condensing enzyme 1-like 3	1023	15	0	2	10	0	0	0	10	8	10	5.256507e-05	1	9.630000e-01	5.705128e-04	1.880291e-01
56	TRAPPC9	trafficking protein particle complex 9	3831	26	0	1	1	0	3	1	5	5	5	6.483247e-04	1	5.600000e-02	5.763975e-04	1.880291e-01
57	MED16	mediator complex subunit 16	2694	23	0	1	4	0	0	0	4	4	2	4.152409e-01	1.200000e-04	9.944100e-01	6.654509e-04	2.098209e-01
58	YLPM1	YLP motif containing 1	6521	29	0	3	2	3	1	6	12	12	11	8.314734e-04	6.500000e-02	7.730000e-01	6.661710e-04	2.098209e-01
59	HNF1B	HNF1 homeobox B	1706	21	0	2	2	0	0	2	4	3	3	6.397055e-01	1.000000e-04	2.256600e-01	6.817398e-04	2.110851e-01
60	RLIM	ring finger protein, LIM domain interacting	1887	2	0	8	8	0	0	1	9	9	6	3.521615e-01	9.000000e-05	9.992300e-01	7.100664e-04	2.161916e-01
61	MUC2	mucin 2, oligomeric mucus/gel-forming	8640	1	0	30	40	2	3	1	46	37	40	1.511813e-02	1.900000e-03	9.901000e-01	7.642035e-04	2.277268e-01
62	ARID1A	AT rich interactive domain 1A (SWI-like)	6934	37	0	2	9	3	0	6	18	18	18	2.253941e-04	1	1.870000e-01	7.728848e-04	2.277268e-01
63	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	3344	59	0	1	6	2	1	1	10	10	10	2.412929e-04	1	1.970000e-01	7.923333e-04	2.297515e-01
64	NACA2	nascent polypeptide-associated complex alpha subunit 2	652	7	0	2	3	0	0	0	3	3	1	7.932502e-02	1.000000e-03	9.894300e-01	8.283084e-04	2.310921e-01
65	WNT3	wingless-type MMTV integration site family, member 3	1084	4	0	1	1	0	0	2	3	3	2	1.661452e-02	1.380000e-02	8.960000e-02	8.323171e-04	2.310921e-01
66	NOM1	nucleolar protein with MIF4G domain 1	2625	33	0	3	3	0	0	5	8	5	8	4.866839e-02	9.500000e-04	3.509500e-01	8.375349e-04	2.310921e-01
67	TXNIP	thioredoxin interacting protein	1204	125	0	0	6	0	0	1	7	7	7	4.231408e-04	1	1.510000e-01	8.583408e-04	2.310921e-01
68	FLT4	fms-related tyrosine kinase 4	4216	60	0	2	10	1	0	3	14	14	14	8.271095e-05	1	9.970000e-01	8.602070e-04	2.310921e-01
69	DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2952	10	0	0	6	1	1	3	11	11	11	2.339674e-04	1	2.970000e-01	9.291346e-04	2.459918e-01
70	RTL1	retrotransposon-like 1	4081	8	0	1	3	1	0	4	8	7	8	9.331907e-05	1	7.530000e-01	9.592721e-04	2.503426e-01
71	SLC25A5	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5	909	119	0	1	5	0	0	0	5	5	4	1.438650e-02	3.110000e-02	1.706000e-01	1.027530e-03	2.638637e-01
72	ZP3	zona pellucida glycoprotein 3 (sperm receptor)	1860	53	0	0	1	0	0	2	3	3	2	2.671573e-02	1.240000e-02	1.374000e-01	1.059551e-03	2.638637e-01
73	GPR137	G protein-coupled receptor 137	1676	6	0	0	4	0	1	0	5	4	4	3.475972e-03	2.700000e-02	6.230000e-01	1.060356e-03	2.638637e-01
74	UIMC1	ubiquitin interaction motif containing 1	2216	23	0	2	2	0	1	1	4	4	4	1.878696e-02	7.300000e-03	5.202000e-01	1.068859e-03	2.638637e-01
75	EPS8	epidermal growth factor receptor pathway substrate 8	2549	4	0	0	2	0	1	3	6	5	6	5.008406e-03	1.800000e-02	5.520000e-01	1.159870e-03	2.825134e-01
76	ARSD	arylsulfatase D	1971	0	2	3	5	0	1	2	8	6	6	5.581119e-02	1.900000e-03	4.940000e-01	1.178082e-03	2.831738e-01
77	KIF2A	kinesin heavy chain member 2A	2315	14	0	0	3	1	2	0	6	6	6	1.194714e-04	1	7.930000e-01	1.198589e-03	2.841768e-01
78	WASL	Wiskott-Aldrich syndrome-like	1558	21	0	1	5	0	1	0	6	6	6	5.382612e-04	1	1.300000e-01	1.213367e-03	2.841768e-01
79	TSC1	tuberous sclerosis 1	3579	0	0	0	1	0	0	6	7	5	7	8.982303e-03	2.180000e-02	5.069000e-01	1.295415e-03	2.978054e-01
80	WDR52	WD repeat domain 52	5714	14	0	0	5	0	2	0	7	7	7	9.387801e-03	1	3.800000e-03	1.306018e-03	2.978054e-01
81	LRCH2	leucine-rich repeats and calponin homology (CH) domain containing 2	2380	2	0	1	4	1	0	0	5	5	4	8.375284e-02	2.030000e-02	4.590000e-02	1.329008e-03	2.978054e-01
82	RSPRY1	ring finger and SPRY domain containing 1	1785	18	0	0	4	0	0	2	6	5	6	6.743738e-03	3.500000e-02	5.320000e-01	1.336766e-03	2.978054e-01
83	HOXB4	homeobox B4	762	12	0	1	3	0	0	1	4	4	4	9.473315e-04	1	1.050000e-01	1.358917e-03	2.990927e-01
84	GLUD2	glutamate dehydrogenase 2	1679	32	0	3	7	0	0	0	7	7	5	1.757950e-01	4.000000e-04	1	1.465674e-03	3.124545e-01
85	PABPC3	poly(A) binding protein, cytoplasmic 3	1898	0	0	8	16	0	0	0	16	14	12	9.999608e-01	6.000000e-05	9.998500e-01	1.470680e-03	3.124545e-01
86	DNAJC14	DnaJ (Hsp40) homolog, subfamily C, member 14	2133	59	0	2	2	2	0	1	5	5	4	3.233279e-03	3.400000e-02	8.600000e-01	1.488012e-03	3.124545e-01
87	BMS1	BMS1 homolog, ribosome assembly protein (yeast)	3937	7	0	2	6	0	0	1	7	7	5	5.635516e-01	2.285714e-04	8.615714e-01	1.496800e-03	3.124545e-01
88	IDUA	iduronidase, alpha-L-	2074	138	0	0	5	0	0	0	5	5	2	4.238817e-02	1.700000e-03	9.927000e-01	1.530770e-03	3.124545e-01
89	RB1	retinoblastoma 1 (including osteosarcoma)	3704	3	0	1	0	0	1	4	5	3	5	2.072648e-02	1.490000e-02	2.445000e-01	1.554904e-03	3.124545e-01
90	ZDHHC1	zinc finger, DHHC-type containing 1	1498	132	0	0	2	2	0	0	4	4	3	1.691340e-03	7.800000e-02	7.260000e-01	1.564373e-03	3.124545e-01
91	KANK4	KN motif and ankyrin repeat domains 4	3024	13	0	1	7	0	0	1	8	7	7	4.500766e-01	2.500000e-04	9.998333e-01	1.602323e-03	3.124545e-01
92	UBXN11	UBX domain protein 11	1712	18	0	1	7	0	1	3	11	9	10	1.006770e-03	1.340000e-01	9.670000e-01	1.611804e-03	3.124545e-01
93	GPR174	G protein-coupled receptor 174	1004	0	0	1	1	0	0	3	4	4	4	1.668170e-04	1	9.270000e-01	1.617893e-03	3.124545e-01
94	NDUFB5	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa	846	2	0	1	0	0	2	1	3	3	3	2.846093e-04	1	5.250000e-01	1.639843e-03	3.124545e-01
95	COL18A1	collagen, type XVIII, alpha 1	5536	11	0	4	2	0	1	4	7	7	6	3.032482e-03	4.200000e-02	8.150000e-01	1.643980e-03	3.124545e-01
96	GDF5	growth differentiation factor 5	1510	5	0	0	5	0	0	0	5	5	5	4.349225e-03	1	9.100000e-03	1.646026e-03	3.124545e-01
97	FAM55C	family with sequence similarity 55, member C	1696	12	0	0	3	0	1	0	4	4	4	1.618487e-03	1	5.400000e-02	1.659081e-03	3.124545e-01
98	CASC5	cancer susceptibility candidate 5	7133	0	0	0	5	1	1	2	9	9	8	8.736031e-03	1.600000e-02	6.430000e-01	1.686460e-03	3.135093e-01
99	RFPL3	ret finger protein-like 3	958	14	0	0	3	0	0	2	5	5	5	2.810954e-04	1	4.940000e-01	1.721507e-03	3.135093e-01
100	VENTX	VENT homeobox homolog (Xenopus laevis)	787	31	0	0	3	0	0	0	3	3	2	8.610749e-03	2.000000e-02	9.130000e-01	1.739178e-03	3.135093e-01
101	HNRNPU	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	2530	52	0	2	3	0	1	1	5	5	5	1.299490e-03	1	6.800000e-02	1.748678e-03	3.135093e-01
102	OR2L8	olfactory receptor, family 2, subfamily L, member 8	939	76	0	1	3	0	0	4	7	7	5	6.756088e-02	2.200000e-03	9.425000e-01	1.752862e-03	3.135093e-01
103	PTPRH	protein tyrosine phosphatase, receptor type, H	3426	22	0	1	6	0	0	0	6	6	5	6.576186e-03	1.900000e-02	6.620000e-01	1.767651e-03	3.135093e-01
104	UBQLN1	ubiquilin 1	1810	9	0	1	2	0	0	5	7	3	7	2.174144e-01	5.333333e-04	9.767333e-01	1.804517e-03	3.169704e-01
105	FNBP1L	formin binding protein 1-like	1900	32	0	1	2	0	2	0	4	4	3	6.211746e-04	2.650000e-01	8.260000e-01	1.839966e-03	3.201190e-01
106	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	1190	30	0	1	3	1	0	3	7	7	6	4.246179e-03	4.500000e-02	7.640000e-01	1.899779e-03	3.274072e-01
107	GPR172A	G protein-coupled receptor 172A	2641	19	0	0	1	0	1	2	4	4	3	1.408370e-02	1.360000e-02	9.989000e-01	1.998993e-03	3.412860e-01
108	ZBTB33	zinc finger and BTB domain containing 33	2023	12	0	0	3	0	0	2	5	5	4	1.457628e-01	1.285000e-02	7.075000e-02	2.061391e-03	3.441733e-01
109	ZNF713	zinc finger protein 713	1307	11	0	0	2	0	1	0	3	3	3	1.250086e-03	1	1.600000e-01	2.062410e-03	3.441733e-01
110	SLC16A9	solute carrier family 16, member 9 (monocarboxylic acid transporter 9)	1550	34	0	1	3	0	0	2	5	5	4	5.524388e-02	1.990000e-02	1.380000e-01	2.081028e-03	3.441733e-01
111	STXBP3	syntaxin binding protein 3	1853	8	0	0	3	0	1	0	4	4	3	2.468802e-01	1.210000e-02	1.620000e-02	2.091266e-03	3.441733e-01
112	FAM200A	family with sequence similarity 200, member A	1726	35	0	0	5	0	0	0	5	4	5	3.489182e-03	2.170000e-01	2.700000e-02	2.129952e-03	3.474104e-01
113	ADAM21	ADAM metallopeptidase domain 21	2169	56	0	0	4	1	0	0	5	5	5	1.223826e-03	1	4.800000e-02	2.198429e-03	3.528097e-01
114	WDR62	WD repeat domain 62	4700	10	0	0	3	1	0	4	8	6	8	1.025201e-02	3.900000e-02	3.270000e-01	2.205293e-03	3.528097e-01
115	TAS2R43	taste receptor, type 2, member 43	934	79	0	0	5	0	0	2	7	7	7	4.267719e-04	1	4.010000e-01	2.253308e-03	3.528097e-01
116	SUZ12	suppressor of zeste 12 homolog (Drosophila)	2280	11	0	0	3	1	0	2	6	6	6	4.994716e-04	1	3.050000e-01	2.254901e-03	3.528097e-01
117	UBN1	ubinuclein 1	3622	34	0	1	6	1	0	0	7	7	7	2.423110e-04	1	9.740000e-01	2.259620e-03	3.528097e-01
118	CUL9	cullin 9	7716	0	0	3	10	0	1	0	11	11	10	9.553751e-01	2.142857e-04	9.621429e-01	2.287544e-03	3.541428e-01
119	SLC9A11	solute carrier family 9, member 11	3483	7	0	0	4	0	1	1	6	6	6	2.480324e-04	1	7.390000e-01	2.307185e-03	3.541820e-01
120	LTA4H	leukotriene A4 hydrolase	1910	85	0	1	3	0	0	1	4	4	3	9.155321e-02	1.230000e-02	1.961000e-01	2.376091e-03	3.583029e-01
121	SLC2A4RG	SLC2A4 regulator	1206	5	0	1	0	1	0	0	1	1	1	2.386635e-03	NaN	NaN	2.386635e-03	3.583029e-01
122	AP1G1	adaptor-related protein complex 1, gamma 1 subunit	2570	5	0	1	5	0	0	2	7	7	6	9.630895e-03	2.700000e-02	7.230000e-01	2.406537e-03	3.583029e-01
123	HRCT1	histidine rich carboxyl terminus 1	350	271	0	0	1	0	0	2	3	2	2	1.534498e-01	1.000000e-03	9.870000e-01	2.413391e-03	3.583029e-01
124	PIGR	polymeric immunoglobulin receptor	2335	29	0	1	5	1	1	0	7	7	7	2.554688e-03	1	6.000000e-02	2.432098e-03	3.583029e-01
125	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif, 7	5153	24	0	4	7	0	0	4	11	10	10	2.109031e-03	1.070000e-01	9.930000e-01	2.522880e-03	3.679528e-01
126	GFM1	G elongation factor, mitochondrial 1	2951	29	0	0	1	0	0	2	3	3	2	5.872426e-02	4.700000e-03	9.885000e-01	2.537883e-03	3.679528e-01
127	OR4K17	olfactory receptor, family 4, subfamily K, member 17	1032	172	0	0	1	0	0	4	5	2	5	8.088770e-01	1.400000e-04	3.918900e-01	2.661970e-03	3.829045e-01
128	HNRPLL	heterogeneous nuclear ribonucleoprotein L-like	1690	36	0	0	5	0	0	0	5	5	4	8.993741e-03	3.300000e-02	2.830000e-01	2.707491e-03	3.835149e-01
129	FAM47A	family with sequence similarity 47, member A	2378	31	0	2	4	0	0	2	6	6	4	3.872360e-01	2.833333e-04	7.016667e-02	2.708201e-03	3.835149e-01
130	C1orf25	chromosome 1 open reading frame 25	2258	9	0	0	4	0	0	3	7	7	7	1.504705e-03	1	1.320000e-01	2.765537e-03	3.886218e-01
131	SERPINB13	serpin peptidase inhibitor, clade B (ovalbumin), member 13	1204	64	0	0	2	2	0	1	5	5	4	4.051750e-03	6.500000e-02	8.030000e-01	2.797765e-03	3.901494e-01
132	ANK3	ankyrin 3, node of Ranvier (ankyrin G)	13637	13	0	6	16	1	1	5	23	21	23	1.299976e-01	1.700000e-03	9.835000e-01	2.830575e-03	3.917345e-01
133	RBAK	RB-associated KRAB zinc finger	2162	8	0	0	4	0	0	1	5	5	5	1.925481e-03	1	1.380000e-01	2.861105e-03	3.929824e-01
134	CCDC82	coiled-coil domain containing 82	2810	20	0	0	4	1	0	0	5	5	5	6.445481e-04	1	3.970000e-01	2.970319e-03	4.039132e-01
135	LCN1	lipocalin 1 (tear prealbumin)	556	2	0	1	2	0	0	2	4	4	4	3.311840e-04	1	7.330000e-01	2.984907e-03	4.039132e-01
136	TRPV3	transient receptor potential cation channel, subfamily V, member 3	2441	13	0	0	3	0	0	0	3	3	2	3.362151e-01	9.000000e-03	2.466667e-02	3.025183e-03	4.063532e-01
137	MTG1	mitochondrial GTPase 1 homolog (S. cerevisiae)	1115	43	0	0	1	0	1	1	3	3	3	7.297909e-03	1	3.300000e-02	3.137536e-03	4.183687e-01
138	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	4763	18	0	1	2	2	0	0	4	4	3	2.055403e-01	1.105000e-02	3.170000e-02	3.212172e-03	4.252170e-01
139	ELFN2	extracellular leucine-rich repeat and fibronectin type III domain containing 2	2463	53	0	2	5	1	0	0	6	6	6	1.710453e-03	1	1.720000e-01	3.248867e-03	4.269806e-01
140	GAGE2A	G antigen 2A	1486	124	0	0	0	0	0	3	3	3	2	1.795674e-02	2.000000e-02	7.160000e-01	3.349712e-03	4.370896e-01
141	RUNX2	runt-related transcription factor 2	1632	0	0	3	6	0	0	1	7	7	5	4.542983e-01	5.333333e-04	4.768667e-01	3.480475e-03	4.509313e-01
142	NTN5	netrin 5	1494	44	0	1	3	0	1	0	4	4	4	4.048776e-04	1	6.510000e-01	3.567752e-03	4.570293e-01
143	HOXD8	homeobox D8	877	126	0	0	2	0	0	2	4	4	3	9.540610e-03	3.800000e-02	9.610000e-01	3.609655e-03	4.570293e-01
144	PKD2	polycystic kidney disease 2 (autosomal dominant)	2965	7	0	0	3	1	0	0	4	3	4	4.856419e-01	6.350000e-03	3.815000e-02	3.629530e-03	4.570293e-01
145	PITRM1	pitrilysin metallopeptidase 1	3220	36	0	1	6	1	0	2	9	9	8	5.485148e-03	6.000000e-02	7.010000e-01	3.661269e-03	4.570293e-01
146	STARD3	StAR-related lipid transfer (START) domain containing 3	1560	9	0	0	0	1	2	2	5	5	5	9.932380e-04	1	2.770000e-01	3.671244e-03	4.570293e-01
147	C12orf57	chromosome 12 open reading frame 57	609	211	0	0	3	0	0	0	3	3	3	1.503508e-01	1	2.300000e-03	3.693243e-03	4.570293e-01
148	MRGPRX3	MAS-related GPR, member X3	973	3	0	0	5	0	0	1	6	6	6	1.397996e-03	1	2.680000e-01	3.702668e-03	4.570293e-01
149	OPTC	opticin	1027	92	0	1	2	0	1	0	3	3	3	6.962160e-02	6.200000e-03	9.894000e-01	3.776059e-03	4.629601e-01
150	KIAA0664	KIAA0664	4030	16	0	0	5	1	1	0	7	7	7	8.921991e-04	1	3.550000e-01	3.818821e-03	4.629894e-01
151	ZFAND2B	zinc finger, AN1-type domain 2B	806	0	0	3	4	0	0	0	4	4	2	9.322500e-01	4.750000e-04	9.580750e-01	3.862420e-03	4.629894e-01
152	GPNMB	glycoprotein (transmembrane) nmb	1759	34	0	0	6	0	0	0	6	6	6	4.433887e-04	1	3.590000e-01	3.866821e-03	4.629894e-01
153	SCARB2	scavenger receptor class B, member 2	1481	21	0	0	2	1	1	0	4	4	4	4.447949e-04	1	2.950000e-01	3.877676e-03	4.629894e-01
154	ACSF2	acyl-CoA synthetase family member 2	2802	133	0	1	7	0	2	0	9	9	9	4.547454e-04	1	6.750000e-01	3.954362e-03	4.665699e-01
155	KIAA1324	KIAA1324	3127	4	0	0	3	2	0	0	5	5	5	1.661733e-03	2.100000e-01	5.730000e-01	3.958744e-03	4.665699e-01
156	FOXD4	forkhead box D4	1320	0	0	1	0	0	0	3	3	3	3	1.723099e-03	1	2.310000e-01	4.008527e-03	4.692968e-01
157	ASPN	asporin	1171	47	0	0	5	0	0	0	5	5	4	9.300249e-03	4.700000e-02	1	4.033260e-03	4.692968e-01
158	RPL11	ribosomal protein L11	561	138	0	0	2	0	0	2	4	3	4	6.322757e-02	5.200000e-02	1.052000e-01	4.103722e-03	4.744734e-01
159	RPH3A	rabphilin 3A homolog (mouse)	2165	29	0	0	8	0	0	0	8	8	8	8.027996e-04	1	5.700000e-01	4.228232e-03	4.857947e-01
160	CDK12	cyclin-dependent kinase 12	4525	18	0	0	4	1	2	1	8	8	8	4.979155e-04	1	8.510000e-01	4.284603e-03	4.880974e-01
