rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
39	PTPN13	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)	7661	25	0	1	10	0	1	0	11	11	11	4.911971e-04	1	4.840000e-01	4.233463e-03	1
40	RPS6KA3	ribosomal protein S6 kinase, 90kDa, polypeptide 3	2307	122	0	0	4	1	1	0	6	6	6	1.170865e-03	1	4.120000e-01	4.291240e-03	1
41	SLC9A10	solute carrier family 9, member 10	3646	168	0	1	4	1	0	1	6	6	6	2.830855e-03	1	1.460000e-01	4.586842e-03	1
42	RNF135	ring finger protein 135	1384	53	0	0	3	0	0	0	3	3	3	2.548507e-02	1	9.100000e-03	4.624229e-03	1
43	MELK	maternal embryonic leucine zipper kinase	2024	2	0	0	3	0	0	1	4	3	4	4.123253e-02	1.240000e-02	4.942000e-01	4.696954e-03	1
44	GSDMB	gasdermin B	1295	0	0	0	0	0	1	1	2	2	2	9.278006e-04	1	5.190000e-01	4.859996e-03	1
45	HMGCR	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	2743	29	0	1	2	0	0	2	4	3	4	1.335735e-01	8.300000e-03	3.778000e-01	4.860426e-03	1
46	AKAP9	A kinase (PRKA) anchor protein (yotiao) 9	11920	1	0	0	2	0	3	0	5	5	5	3.223268e-03	1	1.450000e-01	4.927854e-03	1
47	MUC2	mucin 2, oligomeric mucus/gel-forming	8640	103	0	2	8	0	0	2	10	10	10	1.930265e-03	1	2.810000e-01	5.167821e-03	1
48	SENP2	SUMO1/sentrin/SMT3 specific peptidase 2	1834	74	0	0	3	0	0	1	4	4	4	2.712611e-02	1.600000e-02	6.060000e-01	5.227986e-03	1
49	NEB	nebulin	26407	12	0	6	10	0	1	0	11	11	10	7.807437e-01	1.115000e-02	4.455000e-02	5.233111e-03	1
50	FILIP1L	filamin A interacting protein 1-like	3449	0	0	0	1	0	1	1	3	3	3	6.318151e-04	1	8.370000e-01	5.286342e-03	1
51	SPRR4	small proline-rich protein 4	244	25	0	0	2	1	0	0	3	3	3	8.304956e-03	1	3.500000e-02	5.525540e-03	1
52	TMPRSS7	transmembrane protease, serine 7	2214	19	0	1	4	1	1	0	6	6	6	7.285722e-04	1	5.230000e-01	5.992087e-03	1
53	NF2	neurofibromin 2 (merlin)	1894	8	0	0	1	1	0	1	3	3	3	7.417102e-04	1	7.410000e-01	6.086883e-03	1
54	MACC1	metastasis associated in colon cancer 1	2575	21	0	0	5	0	1	0	6	6	6	4.048075e-03	1	1.490000e-01	6.745772e-03	1
55	ITGB5	integrin, beta 5	2456	173	0	1	3	0	0	0	3	3	2	1.551823e-01	5.400000e-03	8.995000e-01	6.884491e-03	1
56	SCAPER	S phase cyclin A-associated protein in the ER	4361	22	0	0	7	0	1	0	8	8	8	2.262128e-02	1	5.900000e-03	7.039250e-03	1
57	ULK2	unc-51-like kinase 2 (C. elegans)	3219	23	0	0	5	0	1	0	6	6	6	8.819188e-04	1	9.770000e-01	7.084816e-03	1
58	POU3F2	POU class 3 homeobox 2	1332	183	0	0	1	1	0	1	3	3	2	4.650257e-02	1.800000e-02	8.920000e-01	7.096279e-03	1
59	SAMD9L	sterile alpha motif domain containing 9-like	4759	8	0	0	3	0	0	0	3	3	3	5.347887e-01	1.700000e-03	3.825000e-01	7.275863e-03	1
60	IGSF3	immunoglobulin superfamily, member 3	3685	3	0	0	3	0	1	0	4	4	4	3.083224e-02	1	2.000000e-02	7.386559e-03	1
61	DAB2IP	DAB2 interacting protein	3560	27	0	0	3	0	0	0	3	3	3	1.341385e-01	6.700000e-03	8.640000e-02	7.390671e-03	1
62	YME1L1	YME1-like 1 (S. cerevisiae)	2481	20	0	0	1	0	1	1	3	3	3	9.367318e-04	1	9.400000e-01	7.468669e-03	1
63	DLK2	delta-like 2 homolog (Drosophila)	1172	30	0	0	3	0	0	1	4	4	4	9.462774e-04	1	5.560000e-01	7.535183e-03	1
64	PRSS16	protease, serine, 16 (thymus)	1591	137	0	0	4	0	1	0	5	5	5	4.421648e-03	1	1.820000e-01	7.811138e-03	1
65	FBXO24	F-box protein 24	1946	42	0	0	2	0	0	0	2	2	2	5.075945e-02	1	2.000000e-02	8.012563e-03	1
66	GLI2	GLI-Kruppel family member GLI2	4811	32	0	1	9	0	1	0	10	10	10	1.029152e-03	1	9.770000e-01	8.108708e-03	1
67	CLTCL1	clathrin, heavy chain-like 1	5053	17	0	0	3	1	1	1	6	6	6	1.031092e-03	1	4.960000e-01	8.122051e-03	1
68	C18orf34	chromosome 18 open reading frame 34	2688	5	0	0	3	0	0	0	3	3	3	7.909063e-01	1	1.000000e-03	8.463441e-03	1
69	ELL2	elongation factor, RNA polymerase II, 2	1967	188	0	1	3	1	1	0	5	4	5	1.851571e-02	1	4.400000e-02	8.542072e-03	1
70	SGK269		5253	22	0	0	3	1	1	0	5	5	5	4.413038e-03	1	2.000000e-01	8.615890e-03	1
71	ADAM12	ADAM metallopeptidase domain 12 (meltrin alpha)	2924	17	0	0	4	0	1	1	6	6	6	3.744614e-02	1	1.190000e-02	9.132833e-03	1
72	CARD11	caspase recruitment domain family, member 11	3557	9	0	0	6	1	1	0	8	7	8	1.190437e-03	1	4.320000e-01	9.206168e-03	1
73	NFAT5	nuclear factor of activated T-cells 5, tonicity-responsive	4706	7	0	0	2	0	0	2	4	4	4	2.188226e-03	1	5.090000e-01	9.279504e-03	1
74	GRB7	growth factor receptor-bound protein 7	1655	11	0	0	1	0	1	0	2	2	2	1.256773e-03	1	6.500000e-01	9.651020e-03	1
75	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	2415	12	0	0	3	0	0	0	3	3	3	1.078610e-01	1	5.300000e-03	9.757701e-03	1
76	PADI4	peptidyl arginine deiminase, type IV	2054	28	0	0	4	0	0	0	4	4	4	7.661979e-03	1	1.410000e-01	9.904937e-03	1
77	DNM2	dynamin 2	2836	7	0	0	2	0	0	0	2	2	1	1.298021e-01	1.000000e-02	9.390000e-01	9.925859e-03	1
78	USP48	ubiquitin specific peptidase 48	3218	46	0	1	5	0	0	1	6	6	6	1.982641e-02	1	2.700000e-02	1.012723e-02	1
79	CPT1A	carnitine palmitoyltransferase 1A (liver)	2434	96	0	1	2	0	1	0	3	3	3	4.213711e-02	1	1.500000e-02	1.025967e-02	1
80	CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)	503	172	0	0	1	0	1	1	3	3	3	7.610764e-03	1	1.200000e-01	1.030148e-02	1
81	HSPA1L	heat shock 70kDa protein 1-like	2446	6	0	2	4	1	0	0	5	5	5	1.602353e-02	1	5.100000e-02	1.034957e-02	1
82	IWS1	IWS1 homolog (S. cerevisiae)	2512	50	0	0	2	1	1	1	5	5	5	2.489607e-03	1	4.020000e-01	1.046324e-02	1
83	FLT4	fms-related tyrosine kinase 4	4216	10	0	1	3	0	3	0	6	6	6	1.380463e-03	1	7.970000e-01	1.047128e-02	1
84	APC	adenomatous polyposis coli	8592	1	0	0	2	2	1	0	5	5	5	1.389241e-03	1	9.710000e-01	1.052905e-02	1
85	SERPINB3	serpin peptidase inhibitor, clade B (ovalbumin), member 3	1201	122	0	1	5	0	0	0	5	5	5	4.590514e-02	2.100000e-02	3.720000e-01	1.075114e-02	1
86	AHCTF1	AT hook containing transcription factor 1	6970	14	0	2	2	0	0	1	3	3	3	6.369600e-01	1.900000e-03	9.463000e-01	1.102550e-02	1
87	SPINK6	serine peptidase inhibitor, Kazal type 6	255	101	0	0	3	0	0	0	3	3	3	1.002037e-02	1	8.200000e-02	1.114290e-02	1
88	GH2	growth hormone 2	1015	150	0	0	4	0	0	0	4	4	4	1.454504e-02	1	8.800000e-02	1.124133e-02	1
89	SGOL2	shugoshin-like 2 (S. pombe)	3836	5	0	0	3	0	1	1	5	5	5	9.379391e-03	1	1.380000e-01	1.125800e-02	1
90	DNAH12	dynein, axonemal, heavy chain 12	9554	0	0	5	6	0	0	0	6	6	6	8.382389e-01	1	5.000000e-04	1.167284e-02	1
91	ANKRD52	ankyrin repeat domain 52	3341	8	0	0	2	0	1	0	3	3	3	2.927019e-03	1	4.020000e-01	1.173756e-02	1
92	SOCS6	suppressor of cytokine signaling 6	1608	1	0	0	2	1	0	2	5	4	5	1.614672e-03	1	4.660000e-01	1.199479e-02	1
93	OBFC2B	oligonucleotide/oligosaccharide-binding fold containing 2B	660	288	0	0	2	0	0	0	2	2	2	1.623500e-01	1.000000e-02	1.568000e-01	1.205152e-02	1
94	CCT3	chaperonin containing TCP1, subunit 3 (gamma)	1708	64	0	0	5	0	0	0	5	5	5	7.240585e-03	1	1.190000e-01	1.241228e-02	1
95	TTC21A	tetratricopeptide repeat domain 21A	4078	5	0	0	0	1	0	0	1	1	1	1.263160e-02	NaN	NaN	1.263160e-02	1
96	CRTC2	CREB regulated transcription coactivator 2	2774	15	0	1	2	0	1	0	3	3	3	1.559487e-02	1	1.070000e-01	1.313429e-02	1
97	DUS3L	dihydrouridine synthase 3-like (S. cerevisiae)	2005	50	0	0	2	0	0	0	2	2	1	1.806566e-01	1.000000e-02	3.136000e-01	1.321743e-02	1
98	SLC30A1	solute carrier family 30 (zinc transporter), member 1	1528	168	0	1	3	0	0	1	4	4	4	5.522739e-03	1	2.820000e-01	1.335285e-02	1
99	ZNF638	zinc finger protein 638	6041	10	0	1	7	0	0	1	8	8	7	5.566519e-02	2.300000e-02	8.300000e-01	1.340910e-02	1
100	C13orf34	chromosome 13 open reading frame 34	1766	32	0	0	0	0	1	0	1	1	1	1.347343e-02	NaN	NaN	1.347343e-02	1
101	CXorf58	chromosome X open reading frame 58	1031	117	0	0	2	0	1	0	3	3	3	1.190847e-02	1	1.390000e-01	1.353982e-02	1
102	C3	complement component 3	5156	0	0	2	5	0	0	3	8	8	8	1.859486e-03	1	7.540000e-01	1.355092e-02	1
103	DAO	D-amino-acid oxidase	1084	92	0	0	5	0	0	0	5	5	5	1.892240e-03	1	7.910000e-01	1.375657e-02	1
104	FHOD3	formin homology 2 domain containing 3	4418	2	0	2	4	0	1	2	7	7	7	1.918488e-03	1	5.960000e-01	1.392097e-02	1
105	CLCN1	chloride channel 1, skeletal muscle (Thomsen disease, autosomal dominant)	3059	6	0	0	3	0	2	0	5	5	5	1.927599e-03	1	4.940000e-01	1.397795e-02	1
106	NFE2L2	nuclear factor (erythroid-derived 2)-like 2	1834	97	0	0	3	0	0	1	4	4	4	5.095322e-02	1	2.400000e-02	1.403183e-02	1
107	SREBF1	sterol regulatory element binding transcription factor 1	3610	4	0	2	2	0	0	2	4	4	4	4.209851e-03	1	4.370000e-01	1.413889e-02	1
108	GALNTL5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5	1364	74	0	0	2	0	0	0	2	2	1	1.967824e-01	1.000000e-02	9.886000e-01	1.422900e-02	1
109	ANKRD24	ankyrin repeat domain 24	3521	176	0	0	5	0	0	0	5	5	5	7.909404e-03	1	1.750000e-01	1.438676e-02	1
110	EIF4E1B	eukaryotic translation initiation factor 4E family member 1B	762	289	0	0	4	0	0	0	4	4	4	3.759287e-03	1	3.550000e-01	1.454557e-02	1
111	ASTL	astacin-like metallo-endopeptidase (M12 family)	1327	90	0	0	4	0	0	0	4	4	4	2.030654e-03	1	4.000000e-01	1.461948e-02	1
112	TRO	trophinin	4488	2	0	0	1	0	0	1	2	2	2	1.218357e-01	1	1.600000e-02	1.487048e-02	1
113	SLC10A1	solute carrier family 10 (sodium/bile acid cotransporter family), member 1	1066	119	0	0	1	0	0	2	3	3	3	2.071495e-03	1	5.500000e-01	1.487227e-02	1
114	FANCA	Fanconi anemia, complementation group A	4558	11	0	1	4	0	1	0	5	5	5	1.205651e-01	1	5.600000e-03	1.488602e-02	1
115	ATP12A	ATPase, H+/K+ transporting, nongastric, alpha polypeptide	3226	18	0	0	4	0	0	0	4	4	4	2.115641e-01	1.010000e-02	5.460000e-01	1.527479e-02	1
116	SEMA6A	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	3165	6	0	0	3	0	2	1	6	5	6	6.483323e-03	1	3.080000e-01	1.549040e-02	1
117	CD300C	CD300c molecule	687	233	0	0	2	1	0	0	3	3	3	4.533158e-02	1	3.500000e-02	1.579237e-02	1
118	PAM	peptidylglycine alpha-amidating monooxygenase	3021	26	0	0	2	0	1	0	3	3	3	7.763259e-03	1	2.120000e-01	1.592872e-02	1
119	E4F1	E4F transcription factor 1	2409	19	0	0	0	0	1	0	1	1	1	1.598986e-02	NaN	NaN	1.598986e-02	1
120	NBEA	neurobeachin	9168	157	0	4	9	2	1	1	13	11	13	2.739676e-02	7.500000e-02	8.570000e-01	1.611363e-02	1
121	C6orf62	chromosome 6 open reading frame 62	706	21	0	1	1	0	0	1	2	2	2	4.287780e-02	1	4.900000e-02	1.662545e-02	1
122	MTMR14	myotubularin related protein 14	2025	14	0	0	1	0	1	1	3	3	3	9.316342e-03	1	1.960000e-01	1.695547e-02	1
123	POC5	POC5 centriolar protein homolog (Chlamydomonas)	1785	35	0	0	3	0	1	0	4	4	4	5.027930e-03	1	3.950000e-01	1.695832e-02	1
124	ESPNL	espin-like	3051	155	0	0	3	0	1	0	4	4	4	3.443019e-03	1	6.690000e-01	1.700071e-02	1
125	MAP3K4	mitogen-activated protein kinase kinase kinase 4	4931	3	0	0	1	2	1	0	4	4	4	1.217242e-02	1	1.600000e-01	1.701197e-02	1
126	PTPN22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	2525	167	0	1	4	0	1	0	5	5	5	4.156234e-03	1	4.760000e-01	1.701663e-02	1
127	FN1	fibronectin 1	7645	18	0	1	6	0	1	0	7	7	7	8.801879e-03	1	2.530000e-01	1.721299e-02	1
128	SAA1	serum amyloid A1	381	215	0	0	1	0	0	2	3	3	3	9.486032e-03	1	1.090000e-01	1.721995e-02	1
129	SUGT1	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	1150	52	0	0	0	0	3	0	3	3	3	8.002971e-03	1	2.500000e-01	1.726820e-02	1
130	MEF2A	myocyte enhancer factor 2A	1696	53	0	1	2	0	1	0	3	3	3	2.465040e-03	1	9.990000e-01	1.726895e-02	1
131	FOXK1	forkhead box K1	2236	90	0	0	5	0	0	0	5	5	5	9.495864e-03	1	1.510000e-01	1.734928e-02	1
132	CYP2W1	cytochrome P450, family 2, subfamily W, polypeptide 1	1507	22	0	0	2	0	0	0	2	2	2	7.411085e-03	1	3.210000e-01	1.737503e-02	1
133	CR1	complement component (3b/4b) receptor 1 (Knops blood group)	7654	12	0	2	3	1	2	0	6	6	6	1.678211e-02	1	1.250000e-01	1.738126e-02	1
134	DPCR1	diffuse panbronchiolitis critical region 1	4190	22	0	1	5	0	0	0	5	5	5	2.486288e-03	1	7.050000e-01	1.739647e-02	1
135	TLE1	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	2389	56	0	0	3	1	0	0	4	3	4	3.015716e-01	8.300000e-03	2.279000e-01	1.749690e-02	1
136	TPO	thyroid peroxidase	2865	11	0	2	7	1	1	0	9	9	9	1.042370e-02	1	1.340000e-01	1.755120e-02	1
137	CCDC83	coiled-coil domain containing 83	1379	4	0	0	1	0	0	1	2	2	2	2.285375e-02	1	7.000000e-02	1.756198e-02	1
138	SOLH	small optic lobes homolog (Drosophila)	3305	28	0	0	2	0	0	0	2	2	1	2.538720e-01	2.330000e-02	3.860000e-02	1.771035e-02	1
139	KIAA1191	KIAA1191	946	3	0	1	0	0	1	0	1	1	1	1.783867e-02	NaN	NaN	1.783867e-02	1
140	IGSF9B	immunoglobulin superfamily, member 9B	4126	0	0	2	2	1	1	0	4	4	4	7.577148e-02	1	6.200000e-03	1.788906e-02	1
141	PIK3CA	phosphoinositide-3-kinase, catalytic, alpha polypeptide	3287	32	0	1	7	0	0	0	7	7	6	1.123601e-01	2.300000e-02	6.700000e-02	1.798224e-02	1
142	IGDCC3	immunoglobulin superfamily, DCC subclass, member 3	2497	41	0	0	4	0	1	0	5	5	5	2.600306e-03	1	9.340000e-01	1.807765e-02	1
143	ANKRD34A	ankyrin repeat domain 34A	1491	193	0	0	2	1	0	0	3	3	3	5.281666e-03	1	4.420000e-01	1.825583e-02	1
144	GPRASP2	G protein-coupled receptor associated sorting protein 2	2517	11	0	0	2	0	0	1	3	3	3	2.675363e-03	1	6.820000e-01	1.852333e-02	1
145	PPP1R12A	protein phosphatase 1, regulatory (inhibitor) subunit 12A	3193	4	0	1	2	0	1	0	3	3	3	7.210601e-03	1	2.200000e-01	1.856467e-02	1
146	LDOC1L	leucine zipper, down-regulated in cancer 1-like	720	232	0	0	4	0	0	0	4	4	4	2.698729e-03	1	6.390000e-01	1.866164e-02	1
147	C6orf165	chromosome 6 open reading frame 165	1917	74	0	0	5	0	0	0	5	5	5	5.983732e-03	1	3.660000e-01	1.876738e-02	1
148	C13orf39		809	216	0	0	3	0	0	1	4	4	4	2.717700e-03	1	7.210000e-01	1.877379e-02	1
149	IL12A	interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)	786	189	0	0	5	0	0	0	5	5	5	2.725050e-03	1	9.150000e-01	1.881720e-02	1
150	TSC1	tuberous sclerosis 1	3579	8	0	0	4	0	2	1	7	7	7	6.832189e-03	1	3.340000e-01	1.882307e-02	1
151	GALNT1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)	1722	30	0	0	2	0	0	0	2	2	2	2.763018e-01	1.000000e-02	1.921000e-01	1.904115e-02	1
152	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1	1223	21	0	0	0	0	0	3	3	2	3	2.764701e-03	1	9.910000e-01	1.905106e-02	1
153	CARD14	caspase recruitment domain family, member 14	3258	1	0	0	0	0	1	0	1	1	1	1.920615e-02	NaN	NaN	1.920615e-02	1
154	DLG4	discs, large homolog 4 (Drosophila)	3160	92	0	0	2	0	0	0	2	2	2	2.814052e-01	1	1.000000e-02	1.934134e-02	1
155	CCDC80	coiled-coil domain containing 80	2881	132	0	1	5	0	1	0	6	6	6	2.687538e-02	1	7.700000e-02	1.938751e-02	1
156	BTN2A2	butyrophilin, subfamily 2, member A2	1600	38	0	0	1	0	1	0	2	2	2	1.343643e-02	1	1.420000e-01	1.946481e-02	1
157	FOXS1	forkhead box S1	995	39	0	0	4	0	0	0	4	4	4	2.857547e-03	1	6.980000e-01	1.959646e-02	1
158	SLC1A6	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6	1731	23	0	0	3	2	1	0	6	5	6	5.051117e-03	1	4.530000e-01	1.963416e-02	1
159	EXOC3L2	exocyst complex component 3-like 2	1266	69	0	0	2	0	0	0	2	2	2	1.206809e-01	1	1.000000e-02	1.975289e-02	1
160	WDR20	WD repeat domain 20	1918	28	0	0	2	0	0	0	2	2	2	2.894893e-01	1.000000e-02	5.775000e-01	1.981499e-02	1
161	PYGM	phosphorylase, glycogen; muscle (McArdle syndrome, glycogen storage disease type V)	2605	30	0	0	3	1	1	0	5	5	5	1.189086e-02	1	2.370000e-01	2.095830e-02	1
162	FAM124B	family with sequence similarity 124B	1465	6	0	1	2	1	0	0	3	3	3	3.233770e-02	1	6.300000e-02	2.103222e-02	1
163	AFF1	AF4/FMR2 family, member 1	3756	3	0	0	2	1	0	1	4	4	4	3.196346e-03	1	9.720000e-01	2.156174e-02	1
164	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate	2619	2	0	0	1	1	0	1	3	3	3	3.229456e-03	1	8.250000e-01	2.175181e-02	1
165	RLIM	ring finger protein, LIM domain interacting	1887	14	0	2	3	0	0	1	4	4	4	4.829660e-02	1	4.600000e-02	2.178861e-02	1
166	TLE6	transducin-like enhancer of split 6 (E(sp1) homolog, Drosophila)	1783	7	0	0	2	0	0	0	2	2	2	3.310746e-01	1	1.000000e-02	2.221703e-02	1
167	KIF18B	kinesin family member 18B	2627	100	0	0	2	0	1	0	3	3	3	3.017809e-02	1	1.000000e-01	2.278306e-02	1
168	DACT1	dapper, antagonist of beta-catenin, homolog 1 (Xenopus laevis)	2523	6	0	0	2	1	0	0	3	3	3	3.471863e-03	1	8.560000e-01	2.313325e-02	1
169	ADAM19	ADAM metallopeptidase domain 19 (meltrin beta)	2847	0	0	0	1	0	0	1	2	2	2	1.048796e-01	1	2.200000e-02	2.366455e-02	1
170	TPH1	tryptophan hydroxylase 1 (tryptophan 5-monooxygenase)	1373	3	0	0	0	1	1	0	2	2	2	8.935232e-02	1	3.000000e-02	2.371069e-02	1
171	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1	1734	14	0	0	2	0	0	0	2	2	2	3.637923e-01	1.000000e-02	6.517000e-01	2.406974e-02	1
172	ERBB3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	4266	21	0	0	5	1	0	0	6	5	6	2.347400e-02	1	1.510000e-01	2.407281e-02	1
173	TRIM46	tripartite motif-containing 46	2567	6	0	0	2	0	1	0	3	3	3	7.870156e-03	1	3.880000e-01	2.414739e-02	1
174	ANKHD1	ankyrin repeat and KH domain containing 1	7865	4	0	1	4	1	1	1	7	7	7	3.659762e-03	1	6.980000e-01	2.419233e-02	1
