rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
76	ZFYVE26	zinc finger, FYVE domain containing 26	7784	5	0	1	7	2	2	1	12	11	12	1.163324e-02	2.500000e-02	2.530000e-01	2.847547e-03	6.833760e-01
77	ZNF687	zinc finger protein 687	3746	1	2	3	8	0	0	1	9	6	9	7.944704e-01	4.000000e-04	4.042500e-01	2.877294e-03	6.833760e-01
78	DNAH6	dynein, axonemal, heavy chain 6	12781	30	0	0	5	0	0	0	5	5	4	6.884757e-02	7.940000e-02	2.130000e-02	3.144083e-03	7.371666e-01
79	CLVS1	clavesin 1	1081	8	0	2	9	1	0	0	10	10	10	8.290729e-03	1.780000e-01	1.270000e-01	3.383443e-03	7.652280e-01
80	RPN2	ribophorin II	2214	3	0	3	5	1	0	0	6	4	6	7.361477e-01	3.000000e-04	6.826000e-01	3.394644e-03	7.652280e-01
81	MSLN	mesothelin	1957	0	0	1	3	0	1	2	6	6	5	4.203108e-03	6.700000e-02	9.410000e-01	3.425224e-03	7.652280e-01
82	OR7A5	olfactory receptor, family 7, subfamily A, member 5	960	18	0	1	7	0	0	0	7	7	7	5.967144e-02	6.750000e-02	3.950000e-02	3.574689e-03	7.652280e-01
83	C17orf47	chromosome 17 open reading frame 47	1717	81	0	3	5	0	0	0	5	4	5	9.034384e-01	2.007500e-02	4.250000e-03	3.580791e-03	7.652280e-01
84	LRRC37B	leucine rich repeat containing 37B	2890	31	0	2	14	2	0	1	17	16	17	7.658552e-04	1	3.170000e-01	3.581742e-03	7.652280e-01
85	CDK11A	cyclin-dependent kinase 11A	2451	1	0	0	2	0	0	2	4	4	3	6.738942e-02	2.440000e-02	1.084000e-01	3.616122e-03	7.652280e-01
86	AMPD1	adenosine monophosphate deaminase 1 (isoform M)	2407	1	0	0	4	0	1	2	7	6	7	2.751861e-02	4.500000e-02	1.210000e-01	3.629402e-03	7.652280e-01
87	SPOCD1	SPOC domain containing 1	3711	8	0	1	4	0	2	1	7	7	7	2.896401e-02	1	6.200000e-03	3.640356e-03	7.652280e-01
88	NOP14	NOP14 nucleolar protein homolog (yeast)	2648	14	0	1	5	0	0	0	5	5	5	5.446970e-01	1	8.000000e-05	3.807835e-03	7.871965e-01
89	PHRF1	PHD and ring finger domains 1	5015	24	0	4	19	0	0	1	20	19	19	3.349210e-03	3.740000e-01	9.800000e-02	3.830954e-03	7.871965e-01
90	FAM193A	family with sequence similarity 193, member A	3743	3	0	1	7	0	2	1	10	10	10	3.454020e-03	1	5.300000e-02	3.936897e-03	7.930512e-01
91	CPSF7	cleavage and polyadenylation specific factor 7, 59kDa	1588	34	0	1	7	0	0	2	9	8	8	4.931323e-03	7.600000e-02	6.460000e-01	3.946176e-03	7.930512e-01
92	KIAA0182	KIAA0182	3716	5	0	0	7	0	0	0	7	6	6	2.973591e-01	5.750000e-04	4.090000e-01	4.058787e-03	7.931914e-01
93	CCNG2	cyclin G2	1061	18	0	1	2	0	1	1	4	3	4	2.150977e-01	2.165000e-02	1.430000e-02	4.096130e-03	7.931914e-01
94	HNRNPD	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	1100	12	0	0	2	0	1	1	4	4	4	1.979937e-02	2.400000e-02	5.230000e-01	4.111207e-03	7.931914e-01
95	PEX11A	peroxisomal biogenesis factor 11A	754	10	0	1	4	0	1	0	5	5	5	1.390418e-03	1	2.520000e-01	4.156316e-03	7.931914e-01
96	IRF2	interferon regulatory factor 2	1082	175	0	1	7	0	1	0	8	8	7	6.514269e-03	1.080000e-01	1.100000e-01	4.163734e-03	7.931914e-01
97	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	1373	28	0	1	6	0	0	0	6	6	4	1.815876e-01	2.500000e-03	1.714000e-01	4.226525e-03	7.968525e-01
98	SLC4A7	solute carrier family 4, sodium bicarbonate cotransporter, member 7	3743	0	0	0	8	1	0	0	9	8	9	1.641097e-01	4.390000e-02	3.770000e-02	4.366807e-03	8.148997e-01
99	SEMA5A	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	3309	9	0	3	21	3	3	1	28	26	28	2.259317e-03	1	1.230000e-01	4.704579e-03	8.690641e-01
100	PTPRN	protein tyrosine phosphatase, receptor type, N	3030	4	0	1	5	0	1	1	7	7	6	3.529430e-02	3.710000e-02	2.875000e-01	4.841030e-03	8.847841e-01
101	SRPK2	SFRS protein kinase 2	2202	5	0	0	6	1	0	1	8	7	8	2.529551e-02	5.000000e-02	2.220000e-01	4.915826e-03	8.847841e-01
102	PLEKHA6	pleckstrin homology domain containing, family A member 6	3231	13	0	1	9	1	1	0	11	11	11	1.356714e-03	1	2.620000e-01	4.978149e-03	8.847841e-01
103	UBN2	ubinuclein 2	4112	0	0	3	8	3	1	1	13	12	13	3.282501e-02	8.900000e-02	8.500000e-02	4.983200e-03	8.847841e-01
104	RPF2	ribosome production factor 2 homolog (S. cerevisiae)	961	1	0	0	1	0	0	3	4	4	4	6.344432e-04	1	8.010000e-01	5.305698e-03	9.321358e-01
105	ADCY4	adenylate cyclase 4	3594	3	0	3	5	1	0	2	8	8	7	8.542839e-03	5.800000e-02	5.560000e-01	5.351830e-03	9.321358e-01
106	FAM65B	family with sequence similarity 65, member B	3305	21	0	1	6	0	2	0	8	6	8	8.550154e-03	7.000000e-02	4.270000e-01	5.543941e-03	9.564867e-01
107	ZNHIT6	zinc finger, HIT-type containing 6	1449	53	0	0	3	0	0	0	3	3	3	6.809050e-01	1.020000e-02	1.120000e-02	5.646124e-03	9.650123e-01
108	C8orf31	chromosome 8 open reading frame 31	419	9	0	1	2	2	1	0	5	4	5	2.652497e-02	1.900000e-02	6.830000e-01	5.709833e-03	9.668650e-01
109	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	3926	3	0	0	4	0	4	0	8	7	8	2.092648e-02	3.300000e-02	7.940000e-01	5.868550e-03	9.825130e-01
110	GIGYF2	GRB10 interacting GYF protein 2	4820	3	0	0	11	4	0	0	15	15	14	1.463632e-02	1.410000e-01	6.900000e-02	5.909691e-03	9.825130e-01
111	SLC13A3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	2231	11	0	0	9	1	1	0	11	11	11	3.079054e-03	1	1.060000e-01	6.067153e-03	9.996044e-01
112	PRB2	proline-rich protein BstNI subfamily 2	1265	2	0	1	9	1	0	2	12	12	10	8.322975e-02	1.390000e-02	2.182000e-01	6.139869e-03	9.999841e-01
113	FAM21C	family with sequence similarity 21, member C	4079	14	0	2	5	1	0	0	6	5	4	6.035858e-01	1.100000e-03	5.205000e-01	6.178817e-03	9.999841e-01
114	TNFRSF11A	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	1889	6	0	0	3	0	0	0	3	3	3	7.761415e-01	1	1.000000e-03	6.334227e-03	1
115	TMEM132B	transmembrane protein 132B	3271	1	0	3	19	1	0	1	21	18	20	6.954168e-01	1.100000e-03	1.957667e-01	6.420051e-03	1
116	STK11	serine/threonine kinase 11	1338	56	0	0	5	1	0	1	7	5	7	1.899339e-02	1	6.200000e-03	6.434240e-03	1
117	TCHP	trichoplein, keratin filament binding	1543	4	0	0	1	0	0	2	3	2	3	4.642331e-02	1	3.300000e-03	6.460759e-03	1
118	C6orf27	chromosome 6 open reading frame 27	3191	1	0	0	4	2	0	1	7	7	7	2.191562e-03	1	2.920000e-01	6.488518e-03	1
119	OR4D5	olfactory receptor, family 4, subfamily D, member 5	957	12	0	2	5	0	0	0	5	4	4	9.480760e-01	8.500000e-04	8.658500e-01	6.546517e-03	1
120	GNB1L	guanine nucleotide binding protein (G protein), beta polypeptide 1-like	2046	96	0	0	3	1	0	0	4	4	3	3.056460e-01	4.280000e-02	3.460000e-02	6.684339e-03	1
121	SREBF2	sterol regulatory element binding transcription factor 2	3498	3	0	0	4	0	1	0	5	5	5	2.463515e-02	1	8.100000e-03	6.911339e-03	1
122	RIPK4	receptor-interacting serine-threonine kinase 4	2385	50	0	3	7	1	1	3	12	10	12	8.905352e-04	1	6.510000e-01	7.145377e-03	1
123	MLH3	mutL homolog 3 (E. coli)	4624	6	0	2	5	0	0	0	5	5	4	8.427652e-01	2.525000e-02	4.250000e-03	7.401048e-03	1
124	FOSL2	FOS-like antigen 2	993	49	0	2	5	0	0	5	10	10	10	3.446035e-03	2.290000e-01	9.330000e-01	7.424701e-03	1
125	FAM54A	family with sequence similarity 54, member A	1186	33	0	0	4	0	0	0	4	4	4	4.047562e-01	2.140000e-02	3.440000e-02	7.428259e-03	1
126	KIAA1429	KIAA1429	5585	8	0	2	16	0	1	0	17	16	15	3.365709e-01	5.200000e-03	1.498000e-01	7.508167e-03	1
127	KLHL6	kelch-like 6 (Drosophila)	1892	13	0	4	4	0	0	0	4	4	3	6.984283e-01	8.700000e-03	7.545000e-02	7.511508e-03	1
128	RASA2	RAS p21 protein activator 2	2644	6	0	1	4	2	2	0	8	8	8	3.421864e-03	1	2.140000e-01	7.569990e-03	1
129	ARID2	AT rich interactive domain 2 (ARID, RFX-like)	5588	17	0	4	9	9	1	3	22	20	22	9.897420e-04	1	4.370000e-01	7.836843e-03	1
130	NF2	neurofibromin 2 (merlin)	1894	7	0	0	2	3	1	2	8	8	8	2.701132e-03	1	2.560000e-01	8.052791e-03	1
131	ART1	ADP-ribosyltransferase 1	1000	33	0	2	7	0	0	0	7	7	6	2.389362e-02	1.910000e-01	6.000000e-02	8.096831e-03	1
132	TTC21B	tetratricopeptide repeat domain 21B	4063	1	0	0	8	0	0	0	8	8	7	5.386296e-01	9.000000e-04	9.604000e-01	8.254161e-03	1
133	SLC34A1	solute carrier family 34 (sodium phosphate), member 1	2057	3	0	0	4	0	1	0	5	5	4	2.114815e-02	3.800000e-02	6.900000e-01	8.447391e-03	1
134	OCLM	oculomedin	363	2	0	0	0	1	0	0	1	1	1	8.547009e-03	NaN	NaN	8.547009e-03	1
135	RNLS	renalase, FAD-dependent amine oxidase	1127	7	0	2	4	0	0	1	5	5	4	8.782413e-03	1.040000e-01	9.170000e-01	8.578711e-03	1
136	PEX5L	peroxisomal biogenesis factor 5-like	1937	5	0	4	19	1	0	0	20	14	20	2.782338e-01	4.700000e-03	5.039000e-01	8.681735e-03	1
137	UBE4A	ubiquitination factor E4A (UFD2 homolog, yeast)	3298	17	0	2	4	2	2	0	8	8	8	1.233460e-02	1	5.500000e-02	8.746393e-03	1
138	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	1240	45	0	2	6	0	0	2	8	8	8	6.778949e-03	1	7.000000e-02	8.811800e-03	1
139	WNK1	WNK lysine deficient protein kinase 1	8759	34	5	7	12	0	0	1	13	13	12	8.833985e-01	8.500000e-04	8.740500e-01	8.922485e-03	1
140	CASZ1	castor zinc finger 1	5354	2	0	1	9	1	2	2	14	13	13	1.133474e-02	2.050000e-01	2.150000e-01	9.127843e-03	1
141	MAP3K13	mitogen-activated protein kinase kinase kinase 13	2953	90	0	2	12	2	0	1	15	12	14	3.408568e-02	1.950000e-01	1.190000e-01	9.223415e-03	1
142	ADAM28	ADAM metallopeptidase domain 28	2472	4	0	0	8	2	1	0	11	11	11	2.178095e-03	1	4.720000e-01	9.242092e-03	1
143	C3orf24	chromosome 3 open reading frame 24	1972	10	0	1	3	0	0	0	3	3	2	4.901799e-02	2.500000e-02	9.650000e-01	9.441412e-03	1
144	SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	2121	4	0	1	7	0	0	0	7	7	6	2.960340e-01	4.820000e-02	3.730000e-02	9.561247e-03	1
145	CTNNA1	catenin (cadherin-associated protein), alpha 1, 102kDa	4267	2	0	1	6	0	1	1	8	8	7	4.996147e-02	6.000000e-02	2.410000e-01	9.599325e-03	1
146	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	5691	2	0	2	7	3	2	1	13	13	13	2.484048e-03	1	3.700000e-01	9.817727e-03	1
147	NPR2	natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B)	3426	3	0	0	8	0	0	0	8	7	8	2.427889e-01	5.210000e-02	4.430000e-02	9.851095e-03	1
148	ABCG8	ATP-binding cassette, sub-family G (WHITE), member 8 (sterolin 2)	2257	22	0	3	10	1	2	0	13	12	12	4.297803e-03	2.500000e-01	6.230000e-01	9.868131e-03	1
149	MOS	v-mos Moloney murine sarcoma viral oncogene homolog	1040	6	0	2	7	0	0	0	7	7	6	1.221126e-01	1.270000e-02	2.834000e-01	9.901737e-03	1
150	RTN4IP1	reticulon 4 interacting protein 1	1241	25	0	0	3	2	1	0	6	6	6	4.012036e-03	1	2.670000e-01	1.015124e-02	1
151	YSK4	yeast Sps1/Ste20-related kinase 4 (S. cerevisiae)	4025	23	0	6	17	0	1	0	18	17	17	2.474549e-02	1.190000e-01	2.940000e-01	1.034298e-02	1
152	ZMYM1	zinc finger, MYM-type 1	3465	12	0	0	8	0	1	1	10	9	10	4.371931e-03	1	2.120000e-01	1.036304e-02	1
153	C19orf41	chromosome 19 open reading frame 41	694	4	0	1	4	0	0	1	5	5	5	5.101711e-03	1	7.900000e-02	1.038426e-02	1
154	AVPR1B	arginine vasopressin receptor 1B	1279	2	0	1	6	0	0	1	7	7	7	7.431754e-03	1	8.000000e-02	1.048341e-02	1
155	TDRD7	tudor domain containing 7	3361	0	0	0	2	0	0	1	3	2	3	5.581903e-01	3.500000e-03	4.986000e-01	1.057006e-02	1
156	SULF1	sulfatase 1	2692	24	0	2	16	4	0	0	20	20	20	1.403907e-03	1	8.190000e-01	1.062546e-02	1
157	PCNX	pecanex homolog (Drosophila)	7166	13	0	3	22	2	2	0	26	25	26	2.899249e-03	1	3.400000e-01	1.065914e-02	1
158	XRCC1	X-ray repair complementing defective repair in Chinese hamster cells 1	1968	4	0	0	0	2	0	1	3	3	3	1.412427e-03	1	9.770000e-01	1.068140e-02	1
159	PRAMEF18	PRAME family member 18	2900	11	0	0	2	0	0	2	4	4	4	3.284207e-01	4.010000e-02	3.130000e-02	1.089512e-02	1
160	VSIG2	V-set and immunoglobulin domain containing 2	1567	5	0	3	4	0	0	0	4	4	3	1.763181e-01	5.960000e-02	5.000000e-02	1.090008e-02	1
161	CRLF1	cytokine receptor-like factor 1	1301	2	0	0	2	0	0	2	4	4	4	1.463882e-03	1	3.420000e-01	1.101815e-02	1
