rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
19	NIPBL	Nipped-B homolog (Drosophila)	8642	6	0	0	9	5	3	7	24	18	24	2.313569e-10	1	7.440000e-01	5.364487e-09	5.153578e-06
20	TCF12	transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	2278	11	0	0	0	0	1	15	16	15	15	1.444883e-08	1.870000e-01	1.450000e-01	1.895634e-08	1.730050e-05
21	DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2952	180	0	1	8	3	0	0	11	10	11	5.190778e-09	1	1.680000e-01	3.555524e-08	3.090428e-05
22	TRERF1	transcriptional regulating factor 1	3655	6	0	1	1	0	1	4	6	6	4	1.757134e-05	9.000000e-05	3.966000e-01	4.071402e-08	3.352238e-05
23	CREBZF	CREB/ATF bZIP transcription factor	1065	80	0	0	1	0	0	6	7	7	2	2.008997e-04	1.000000e-05	5.196000e-01	4.224044e-08	3.352238e-05
24	FAM47C	family with sequence similarity 47, member C	3110	36	0	4	18	0	0	0	18	18	8	1.418815e-03	1.000000e-05	6.173400e-01	2.705802e-07	2.057875e-04
25	MYST4	MYST histone acetyltransferase (monocytic leukemia) 4	6282	31	0	1	7	0	1	7	15	11	12	1.602956e-05	9.500000e-04	9.192500e-01	3.893967e-07	2.843063e-04
26	MED9	mediator complex subunit 9	447	4	0	1	0	0	0	3	3	3	1	2.629463e-05	1.000000e-03	4.993900e-01	4.852385e-07	3.369883e-04
27	IRS4	insulin receptor substrate 4	3778	4	0	1	4	0	0	5	9	7	6	2.705368e-03	3.300000e-04	3.120000e-03	4.984760e-07	3.369883e-04
28	HTRA2	HtrA serine peptidase 2	1405	36	0	0	1	0	0	4	5	5	2	2.604436e-04	2.285714e-04	7.384286e-01	1.598984e-06	1.042366e-03
29	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	590	34	0	0	4	0	0	0	4	4	3	5.995734e-04	2.142857e-04	2.207714e-01	2.167136e-06	1.364025e-03
30	TNRC18	trinucleotide repeat containing 18	9019	7	0	1	4	1	0	5	10	9	9	1.567653e-06	1.020000e-01	9.720000e-01	3.319333e-06	2.019593e-03
31	ZNF709	zinc finger protein 709	1938	8	0	0	4	0	0	0	4	4	1	6.058700e-03	1.000000e-04	9.864800e-01	9.279868e-06	5.464046e-03
32	PLXNA3	plexin A3	5744	16	0	1	6	0	0	3	9	9	7	6.919296e-04	7.000000e-04	9.943333e-01	1.017858e-05	5.805925e-03
33	ROBO3	roundabout, axon guidance receptor, homolog 3 (Drosophila)	4269	17	0	0	3	0	0	2	5	5	4	1.814002e-04	3.770000e-02	6.910000e-02	1.098289e-05	5.977424e-03
34	RB1	retinoblastoma 1 (including osteosarcoma)	2891	4	0	0	1	0	1	4	6	6	6	4.781232e-06	1	1.390000e-01	1.113419e-05	5.977424e-03
35	SRPX	sushi-repeat-containing protein, X-linked	1431	272	0	0	0	0	0	4	4	4	1	9.662660e-03	1.000000e-04	9.998000e-01	1.434888e-05	7.483147e-03
36	PDGFRA	platelet-derived growth factor receptor, alpha polypeptide	3358	0	0	5	14	0	0	4	18	10	16	1.149671e-01	4.400000e-04	3.000000e-05	1.687262e-05	8.554885e-03
37	ZNF512B	zinc finger protein 512B	2743	10	0	0	5	0	1	0	6	5	4	2.171092e-02	4.000000e-05	4.985700e-01	1.895507e-05	9.350999e-03
38	ZMIZ1	zinc finger, MIZ-type containing 1	3288	22	0	0	5	0	0	4	9	9	7	1.493447e-03	9.000000e-04	2.061500e-01	2.649241e-05	1.272542e-02
39	TMEM216	transmembrane protein 216	467	73	0	0	0	0	3	0	3	3	1	6.878897e-04	3.600000e-03	1	3.709911e-05	1.716261e-02
40	ARID2	AT rich interactive domain 2 (ARID, RFX-like)	5588	3	0	0	14	2	0	5	21	11	20	3.093926e-05	1.200000e-01	4.600000e-01	3.761049e-05	1.716261e-02
41	RBPJ	recombination signal binding protein for immunoglobulin kappa J region	1606	18	0	0	1	1	0	5	7	7	6	6.133143e-05	4.300000e-02	6.900000e-01	4.121733e-05	1.834975e-02
42	CUL4B	cullin 4B	2837	27	0	2	8	1	1	2	12	10	12	3.481314e-06	1	4.600000e-01	4.723483e-05	2.052803e-02
43	SLC6A3	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	1919	120	0	1	8	0	2	1	11	9	11	5.619496e-06	1	5.090000e-01	5.721288e-05	2.428620e-02
44	SETD2	SET domain containing 2	7777	25	0	2	6	2	0	4	12	10	12	6.026982e-05	1	4.600000e-02	7.556439e-05	3.134720e-02
45	KRT3	keratin 3	1921	19	0	0	2	0	0	2	4	4	4	1.673148e-04	1	1.800000e-02	8.043180e-05	3.262493e-02
46	MYT1	myelin transcription factor 1	3448	1	0	1	0	2	1	4	7	6	7	6.375980e-06	1	7.120000e-01	8.265165e-05	3.279654e-02
47	SMOC1	SPARC related modular calcium binding 1	1352	138	0	0	1	0	0	2	3	3	3	8.353453e-03	6.800000e-03	1.042000e-01	1.109025e-04	4.307029e-02
48	ZBTB20	zinc finger and BTB domain containing 20	2238	0	0	3	15	1	0	6	22	21	19	1.071442e-02	6.150000e-03	2.045000e-02	1.148101e-04	4.338528e-02
49	PPL	periplakin	5357	0	0	2	3	2	0	2	7	6	7	8.980722e-04	1	5.400000e-03	1.164674e-04	4.338528e-02
50	PTPN11	protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)	1842	34	0	2	7	0	0	0	7	7	5	1.593444e-02	6.333333e-04	5.718000e-01	1.261858e-04	4.596990e-02
51	RET	ret proto-oncogene	3451	37	0	3	7	1	0	0	8	7	8	4.492646e-05	1	1.020000e-01	1.284427e-04	4.596990e-02
52	ANKRD36	ankyrin repeat domain 36	6126	247	0	1	6	0	0	1	7	7	5	4.692583e-03	1.900000e-03	3.759000e-01	1.555401e-04	5.363825e-02
53	NEU2	sialidase 2 (cytosolic sialidase)	1146	149	0	0	4	0	0	1	5	5	5	8.515579e-05	1	9.600000e-02	1.557457e-04	5.363825e-02
54	PRX	periaxin	4463	9	0	0	10	0	0	1	11	10	11	1.308623e-05	1	6.500000e-01	1.602272e-04	5.415974e-02
55	RBBP6	retinoblastoma binding protein 6	5499	3	0	0	4	1	0	4	9	6	9	1.413074e-05	1	7.920000e-01	1.719310e-04	5.705920e-02
56	CIB1	calcium and integrin binding 1 (calmyrin)	600	649	0	0	4	0	0	0	4	4	2	1.402939e-02	1.150000e-03	7.262000e-01	1.941637e-04	6.259727e-02
57	DDX5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	1893	112	0	0	3	0	0	2	5	5	4	7.387666e-04	2.000000e-02	1.440000e-01	1.954771e-04	6.259727e-02
58	NAP1L2	nucleosome assembly protein 1-like 2	1383	43	0	0	2	0	0	2	4	4	3	7.659475e-04	1.900000e-02	5.370000e-01	2.437479e-04	7.670913e-02
59	SCN4A	sodium channel, voltage-gated, type IV, alpha subunit	5605	70	0	2	5	1	1	0	7	6	7	2.302605e-05	1	9.120000e-01	2.689186e-04	8.319613e-02
60	AGBL1	ATP/GTP binding protein-like 1	3293	27	0	1	2	1	1	1	5	5	4	1.420691e-02	4.595000e-02	7.150000e-03	2.884541e-04	8.775256e-02
61	TPX2	TPX2, microtubule-associated, homolog (Xenopus laevis)	2308	43	0	0	2	1	2	0	5	5	5	1.073135e-04	1	2.580000e-01	3.395729e-04	1.016102e-01
62	KRT15	keratin 15	1399	42	0	1	6	0	0	0	6	6	5	4.392508e-04	2.700000e-02	8.000000e-01	3.820024e-04	1.119375e-01
63	HTR3A	5-hydroxytryptamine (serotonin) receptor 3A	1605	10	0	0	7	0	0	0	7	7	6	1.802368e-03	5.600000e-02	2.700000e-01	3.863510e-04	1.119375e-01
64	C14orf4	chromosome 14 open reading frame 4	2391	38	0	0	0	0	0	3	3	3	3	2.099688e-03	1.700000e-02	9.920000e-01	4.012266e-04	1.124832e-01
65	R3HDM1	R3H domain containing 1	3396	22	0	0	5	0	1	1	7	7	7	1.061969e-03	2.900000e-02	6.000000e-01	4.054457e-04	1.124832e-01
66	G6PC	glucose-6-phosphatase, catalytic subunit	1092	255	0	0	6	1	0	0	7	6	7	3.623172e-05	1	8.970000e-01	4.067219e-04	1.124832e-01
67	DLC1	deleted in liver cancer 1	4732	17	0	2	8	0	0	0	8	6	6	5.612703e-01	3.600000e-04	4.262000e-02	4.378581e-04	1.192869e-01
68	SLC12A7	solute carrier family 12 (potassium/chloride transporters), member 7	3346	8	0	4	6	1	0	2	9	7	8	1.474616e-03	6.700000e-02	5.700000e-02	4.581003e-04	1.229662e-01
69	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	1190	23	0	0	2	0	0	2	4	4	3	2.639542e-03	1.820000e-02	2.467000e-01	5.492850e-04	1.453058e-01
70	WRN	Werner syndrome	4435	38	0	2	4	0	0	3	7	5	5	5.107312e-01	9.000000e-05	6.735100e-01	6.060151e-04	1.580228e-01
71	LAMA4	laminin, alpha 4	5788	30	1	1	4	0	0	0	4	4	3	1.100539e-02	5.000000e-03	8.571000e-01	6.269984e-04	1.611916e-01
72	MAST2	microtubule associated serine/threonine kinase 2	5511	1	0	1	3	2	0	0	5	5	5	1.464889e-02	7.600000e-03	5.530000e-01	6.722653e-04	1.704286e-01
73	ZMYM2	zinc finger, MYM-type 2	4226	22	0	0	5	1	0	2	8	7	8	1.784969e-04	1	3.210000e-01	6.965723e-04	1.723583e-01
74	SLFN11	schlafen family member 11	2722	13	0	0	2	1	0	1	4	4	4	3.403115e-04	1	1.810000e-01	7.015031e-04	1.723583e-01
75	C4BPA	complement component 4 binding protein, alpha	1838	48	0	0	6	0	0	0	6	6	6	2.098023e-04	1	1.840000e-01	7.082055e-04	1.723583e-01
76	TMEM184A	transmembrane protein 184A	1272	204	0	0	0	0	0	3	3	3	1	7.165467e-02	1.000000e-03	9.984100e-01	7.555019e-04	1.798759e-01
77	KTELC1	KTEL (Lys-Tyr-Glu-Leu) containing 1	1221	369	0	0	1	4	0	0	5	5	4	7.095566e-04	9.600000e-02	9.980000e-01	7.691319e-04	1.798759e-01
78	ASXL2	additional sex combs like 2 (Drosophila)	4352	3	0	1	1	0	0	2	3	3	2	2.489390e-02	2.500000e-03	5.925000e-01	7.843277e-04	1.798759e-01
79	CCDC135	coiled-coil domain containing 135	2693	34	0	1	6	0	0	1	7	7	7	2.109546e-04	1	2.850000e-01	7.883000e-04	1.798759e-01
80	SLC25A5	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5	909	8	0	0	3	0	0	1	4	4	3	6.827907e-04	1.100000e-01	8.290000e-01	7.883677e-04	1.798759e-01
81	ABCA7	ATP-binding cassette, sub-family A (ABC1), member 7	6621	23	0	3	7	1	1	0	9	9	9	2.121034e-04	1	2.600000e-01	8.042509e-04	1.812345e-01
82	NKD2	naked cuticle homolog 2 (Drosophila)	1394	1000	0	0	1	0	0	3	4	4	3	4.484078e-02	5.490000e-02	5.800000e-03	8.414054e-04	1.872948e-01
83	MAX	MYC associated factor X	837	8	1	0	4	0	0	0	4	4	2	4.701160e-02	3.300000e-03	4.730000e-01	8.781388e-04	1.931165e-01
84	VSIG4	V-set and immunoglobulin domain containing 4	1230	102	0	0	5	0	1	0	6	6	6	9.441510e-05	1	5.980000e-01	9.694362e-04	2.090309e-01
85	ZNF292	zinc finger protein 292	8202	7	0	2	7	0	0	11	18	14	18	9.484380e-05	1	9.780000e-01	9.734084e-04	2.090309e-01
86	PHF3	PHD finger protein 3	6178	19	0	2	6	1	0	1	8	8	8	9.669323e-05	1	7.810000e-01	9.905223e-04	2.095520e-01
87	ZNF148	zinc finger protein 148	2409	10	0	0	2	0	0	2	4	4	4	1.807199e-03	1	4.300000e-02	9.987961e-04	2.095520e-01
88	FMR1	fragile X mental retardation 1	1963	21	0	1	4	0	0	3	7	5	7	1.025084e-04	1	4.120000e-01	1.044106e-03	2.165690e-01
89	STAG2	stromal antigen 2	3939	22	0	1	2	1	2	0	5	4	5	6.085059e-04	1	1.430000e-01	1.058296e-03	2.167867e-01
90	ZNF799	zinc finger protein 799	1944	16	0	1	4	1	0	0	5	4	5	1.052125e-04	1	9.340000e-01	1.068909e-03	2.167867e-01
91	AMPD1	adenosine monophosphate deaminase 1 (isoform M)	2407	33	0	1	5	0	0	0	5	4	5	9.368823e-03	1.230000e-02	9.758000e-01	1.160262e-03	2.327281e-01
92	NKPD1	NTPase, KAP family P-loop domain containing 1	2511	515	0	0	0	0	0	3	3	3	2	1.447499e-02	8.800000e-03	5.348000e-01	1.191573e-03	2.346123e-01
93	EDAR	ectodysplasin A receptor	1391	28	0	2	5	0	1	0	6	6	6	3.513694e-04	1	1.890000e-01	1.195362e-03	2.346123e-01
94	GEFT	Rho guanine nucleotide exchange factor (GEF) 25	2021	44	0	2	0	1	0	2	3	3	2	1.621837e-02	7.000000e-03	9.993000e-01	1.218137e-03	2.365389e-01
95	RINT1	RAD50 interactor 1	2435	23	0	0	5	1	0	0	6	4	6	6.043646e-03	1.940000e-02	7.034000e-01	1.254759e-03	2.410854e-01
96	HTT	huntingtin	9693	2	0	2	2	0	2	2	6	5	5	1.996709e-02	6.100000e-03	7.647000e-01	1.291322e-03	2.455261e-01
97	SELE	selectin E (endothelial adhesion molecule 1)	1885	113	0	1	6	0	0	0	6	6	5	1.640144e-03	6.300000e-02	7.350000e-01	1.318722e-03	2.481509e-01
98	SON	SON DNA binding protein	7584	2	0	0	6	1	1	0	8	8	7	9.760909e-03	2.100000e-02	2.760000e-01	1.439111e-03	2.662044e-01
99	PLCG1	phospholipase C, gamma 1	4000	46	0	3	5	0	0	1	6	6	5	7.734121e-03	1.600000e-02	1.430000e-01	1.443830e-03	2.662044e-01
100	FHOD1	formin homology 2 domain containing 1	3579	29	0	1	4	1	1	1	7	6	7	1.135990e-03	1	5.800000e-02	1.579819e-03	2.837491e-01
101	ENGASE	endo-beta-N-acetylglucosaminidase	2286	27	0	0	4	0	1	1	6	5	6	1.631976e-04	1	6.560000e-01	1.586370e-03	2.837491e-01
102	CES3	carboxylesterase 3 (brain)	1766	9	0	2	1	0	2	0	3	3	3	4.535332e-04	1	3.260000e-01	1.594926e-03	2.837491e-01
103	GPR133	G protein-coupled receptor 133	2721	15	0	2	3	0	1	0	4	4	3	1.030598e-02	2.600000e-02	2.830000e-01	1.601170e-03	2.837491e-01
104	PCDH19	protocadherin 19	3467	14	0	3	8	0	0	2	10	10	9	4.650728e-03	5.600000e-02	2.560000e-01	1.623192e-03	2.848857e-01
105	USP6	ubiquitin specific peptidase 6 (Tre-2 oncogene)	4336	9	0	1	3	1	2	0	6	6	6	1.741612e-04	1	4.380000e-01	1.681618e-03	2.923293e-01
106	TGFBI	transforming growth factor, beta-induced, 68kDa	2116	35	0	0	5	0	0	0	5	5	5	1.602398e-03	1	8.200000e-02	1.713648e-03	2.950870e-01
107	CXCR2	chemokine (C-X-C motif) receptor 2	1087	101	0	1	4	0	0	0	4	4	3	1.214615e-03	1.270000e-01	4.580000e-01	1.750950e-03	2.986924e-01
108	TRIM13	tripartite motif-containing 13	1237	103	0	0	4	0	1	0	5	4	5	1.219231e-03	1	1.410000e-01	1.798819e-03	3.040171e-01
109	ZNF446	zinc finger protein 446	1377	6	0	0	0	0	0	2	2	2	2	9.538161e-04	1	2.110000e-01	1.930352e-03	3.232543e-01
110	MTMR1	myotubularin related protein 1	2058	12	0	1	4	0	0	0	4	4	4	1.477511e-02	1.420000e-02	7.846000e-01	1.999235e-03	3.293085e-01
111	CDH3	cadherin 3, type 1, P-cadherin (placental)	2550	7	0	0	1	0	0	2	3	3	2	4.410009e-02	4.600000e-03	8.019000e-01	2.002589e-03	3.293085e-01
112	KIAA0664	KIAA0664	4030	0	0	0	4	1	0	2	7	7	7	2.213652e-04	1	6.110000e-01	2.084308e-03	3.396863e-01
113	TLR7	toll-like receptor 7	3158	34	0	2	5	0	0	1	6	6	5	1.053005e-01	1.950000e-02	7.570000e-02	2.170719e-03	3.506384e-01
114	ZCCHC12	zinc finger, CCHC domain containing 12	1209	35	0	1	7	0	0	0	7	7	5	1.314921e-02	1.800000e-02	5.510000e-01	2.212723e-03	3.514713e-01
115	ELF4	E74-like factor 4 (ets domain transcription factor)	2020	74	0	1	1	1	1	1	4	4	4	5.279484e-04	1	3.820000e-01	2.246573e-03	3.514713e-01
116	IGSF8	immunoglobulin superfamily, member 8	1866	15	0	0	4	0	0	0	4	4	4	4.388536e-03	1	2.100000e-02	2.251780e-03	3.514713e-01
117	ANO9	anoctamin 9	2439	95	0	1	4	1	0	1	6	6	5	7.820698e-03	3.900000e-02	3.140000e-01	2.260708e-03	3.514713e-01
118	ANO8	anoctamin 8	3767	10	0	0	1	0	1	1	3	3	3	2.476526e-04	1	7.860000e-01	2.304032e-03	3.514713e-01
119	TPM1	tropomyosin 1 (alpha)	1402	91	0	0	4	0	1	1	6	5	6	2.490878e-04	1	8.850000e-01	2.315945e-03	3.514713e-01
120	DNAH7	dynein, axonemal, heavy chain 7	12333	21	0	3	10	0	3	0	13	10	13	1.102546e-03	1	1.080000e-01	2.316673e-03	3.514713e-01
121	RGL2	ral guanine nucleotide dissociation stimulator-like 2	2402	12	0	1	1	0	1	1	3	3	3	8.830023e-04	1	2.400000e-01	2.329920e-03	3.514713e-01
122	HEATR3	HEAT repeat containing 3	2099	20	0	0	1	0	1	0	2	2	2	2.744793e-03	1	7.300000e-02	2.457732e-03	3.677129e-01
123	GPR115	G protein-coupled receptor 115	2124	10	0	0	3	1	0	0	4	4	4	2.705053e-04	1	7.850000e-01	2.492766e-03	3.699224e-01
124	MET	met proto-oncogene (hepatocyte growth factor receptor)	4307	12	0	2	8	1	1	0	10	7	10	1.373586e-03	1	1.200000e-01	2.617223e-03	3.852594e-01
125	CD99L2	CD99 molecule-like 2	829	14	0	1	3	0	0	3	6	4	5	2.892020e-03	8.500000e-02	7.530000e-01	2.692805e-03	3.932141e-01
126	TPTE2	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2	1649	32	0	0	3	0	2	0	5	5	4	1.002328e-02	2.900000e-02	8.200000e-01	2.901096e-03	4.197335e-01
127	CD300LB	CD300 molecule-like family member b	731	11	0	1	3	0	0	0	3	3	2	1.482323e-03	2.020000e-01	4.150000e-01	2.920405e-03	4.197335e-01
128	MAP3K12	mitogen-activated protein kinase kinase kinase 12	2638	17	0	1	2	0	1	2	5	5	5	3.266218e-04	1	6.000000e-01	2.948319e-03	4.203964e-01
129	F2RL1	coagulation factor II (thrombin) receptor-like 1	1198	358	0	0	4	0	0	0	4	4	3	4.130063e-03	2.260000e-01	1.360000e-01	2.978665e-03	4.203964e-01
130	MYH8	myosin, heavy chain 8, skeletal muscle, perinatal	5966	20	0	2	13	1	1	0	15	14	15	1.739964e-02	1	1.900000e-03	2.994112e-03	4.203964e-01
131	SLC6A4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4	1941	85	0	2	5	1	0	0	6	5	5	2.894175e-03	9.700000e-02	9.260000e-01	3.021257e-03	4.209695e-01
132	RFX4	regulatory factor X, 4 (influences HLA class II expression)	2477	0	0	2	1	0	2	1	4	4	4	1.591014e-03	1	2.020000e-01	3.110000e-03	4.300517e-01
133	TTC30B	tetratricopeptide repeat domain 30B	2000	23	0	0	7	0	0	0	7	6	6	7.288681e-03	3.500000e-02	9.560000e-01	3.191939e-03	4.380637e-01
134	GLYAT	glycine-N-acyltransferase	913	141	0	0	2	0	2	0	4	4	3	9.875598e-03	2.420000e-01	5.600000e-02	3.257342e-03	4.386839e-01
135	OSR2	odd-skipped related 2 (Drosophila)	947	16	0	1	0	0	1	0	1	1	1	3.263154e-03	NaN	NaN	3.263154e-03	4.386839e-01
136	ZACN	zinc activated ligand-gated ion channel	1273	5	0	0	2	0	0	2	4	4	4	3.668148e-04	1	7.350000e-01	3.268559e-03	4.386839e-01
137	ALPP	alkaline phosphatase, placental (Regan isozyme)	1648	29	0	0	4	0	0	1	5	5	5	3.812280e-04	1	9.360000e-01	3.382298e-03	4.506357e-01
138	MAP3K8	mitogen-activated protein kinase kinase kinase 8	1432	158	0	1	3	0	0	1	4	4	4	1.542242e-02	1	1.190000e-02	3.452721e-03	4.531227e-01
139	PACS1	phosphofurin acidic cluster sorting protein 1	2984	4	0	0	2	0	0	1	3	3	3	7.127680e-02	5.300000e-03	9.983000e-01	3.467121e-03	4.531227e-01
140	NADSYN1	NAD synthetase 1	2201	18	0	0	2	1	1	0	4	3	4	1.520211e-03	1	1.480000e-01	3.504374e-03	4.531227e-01
141	FAM189A2	family with sequence similarity 189, member A2	1393	20	0	0	1	0	1	1	3	3	3	1.565218e-03	1	2.420000e-01	3.522815e-03	4.531227e-01
142	ZC3H11A	zinc finger CCCH-type containing 11A	2493	36	0	1	1	0	0	5	6	5	5	1.035904e-02	2.800000e-02	6.130000e-01	3.560915e-03	4.531227e-01
143	MAPK15	mitogen-activated protein kinase 15	1689	6	0	0	1	1	0	1	3	3	3	1.822841e-03	1	2.060000e-01	3.566136e-03	4.531227e-01
144	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1	1352	27	0	1	4	1	0	0	5	5	4	1.623087e-02	2.500000e-02	6.520000e-01	3.574736e-03	4.531227e-01
145	SEC14L4	SEC14-like 4 (S. cerevisiae)	1271	43	0	0	2	1	0	0	3	3	2	6.998429e-03	7.200000e-02	4.600000e-02	3.630400e-03	4.570048e-01
146	CD72	CD72 molecule	1112	291	0	0	2	0	1	0	3	3	3	1.746763e-02	1	1.900000e-02	3.679567e-03	4.600215e-01
147	FAM83D	family with sequence similarity 83, member D	1862	50	0	1	1	0	0	2	3	3	2	7.680773e-02	9.800000e-03	2.557000e-01	3.823667e-03	4.747849e-01
148	SLC10A7	solute carrier family 10 (sodium/bile acid cotransporter family), member 7	1110	103	0	0	2	0	1	0	3	3	3	1.173004e-01	3.800000e-03	8.043000e-01	3.884983e-03	4.791391e-01
149	NGEF	neuronal guanine nucleotide exchange factor	2298	13	0	0	6	0	0	0	6	6	6	1.328036e-03	1	2.840000e-01	3.950076e-03	4.838975e-01
150	GPR44	G protein-coupled receptor 44	1192	726	0	0	1	0	0	2	3	3	2	1.933251e-02	2.050000e-02	6.270000e-01	4.188087e-03	5.063002e-01
151	SSTR4	somatostatin receptor 4	1171	15	0	0	8	0	0	0	8	7	8	4.852902e-04	1	9.770000e-01	4.188425e-03	5.063002e-01
152	PTPRH	protein tyrosine phosphatase, receptor type, H	3426	17	0	1	8	1	0	0	9	8	9	1.061652e-03	1	4.220000e-01	4.357171e-03	5.232332e-01
153	CNKSR2	connector enhancer of kinase suppressor of Ras 2	3196	1	0	0	5	0	2	1	8	5	8	4.158359e-02	3.510000e-02	2.126000e-01	4.387565e-03	5.234394e-01
154	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region, gene 1	1024	451	0	0	4	0	0	1	5	5	5	7.747704e-04	1	4.320000e-01	4.468670e-03	5.296534e-01
155	TRIM15	tripartite motif-containing 15	1422	163	0	0	4	1	0	0	5	5	5	1.337897e-03	1	3.070000e-01	4.546319e-03	5.301677e-01
156	LHFPL1	lipoma HMGIC fusion partner-like 1	675	38	0	1	4	0	0	0	4	4	3	1.300175e-02	4.100000e-02	1.750000e-01	4.550756e-03	5.301677e-01
157	BCOR	BCL6 co-repressor	5324	3	0	6	6	2	0	8	16	15	16	9.373996e-04	1	4.500000e-01	4.560146e-03	5.301677e-01
158	LMBRD2	LMBR1 domain containing 2	2156	17	0	0	4	1	0	0	5	4	5	1.830501e-03	1	2.440000e-01	4.671698e-03	5.396993e-01
159	TREML2	triggering receptor expressed on myeloid cells-like 2	982	6	0	1	3	0	0	0	3	3	3	5.010681e-03	1	7.900000e-02	4.724467e-03	5.423629e-01
160	JAK3	Janus kinase 3 (a protein tyrosine kinase, leukocyte)	3467	5	0	0	1	0	1	1	3	3	3	1.866244e-03	1	2.990000e-01	4.780028e-03	5.432791e-01
161	BRPF3	bromodomain and PHD finger containing, 3	3666	0	0	0	3	1	0	0	4	3	3	1.290414e-01	4.400000e-03	9.422000e-01	4.811256e-03	5.432791e-01
