rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
20	LMX1B	LIM homeobox transcription factor 1, beta	1272	352	0	0	0	0	0	2	2	2	1	9.780538e-03	1.000000e-02	5.870000e-02	1.000797e-03	9.133770e-01
21	CREB3L3	cAMP responsive element binding protein 3-like 3	1422	50	0	0	3	0	0	0	3	3	3	3.606106e-04	1	2.010000e-01	1.066392e-03	9.268977e-01
22	OR6K6	olfactory receptor, family 6, subfamily K, member 6	1032	40	0	0	2	0	0	0	2	2	1	1.148846e-02	1.000000e-02	8.638000e-01	1.157070e-03	9.599999e-01
23	TRPM4	transient receptor potential cation channel, subfamily M, member 4	3743	21	0	0	3	1	0	0	4	4	4	1.295425e-04	1	9.670000e-01	1.289143e-03	1
24	SLC12A4	solute carrier family 12 (potassium/chloride transporters), member 4	3578	40	0	1	4	0	0	0	4	4	4	7.342064e-04	1	1.170000e-01	1.364853e-03	1
25	CACNA2D4	calcium channel, voltage-dependent, alpha 2/delta subunit 4	3562	30	0	0	1	0	0	1	2	2	2	5.740690e-04	1	2.370000e-01	1.484408e-03	1
26	POTEE	POTE ankyrin domain family, member E	3286	117	0	1	2	0	0	0	2	2	1	1.641772e-02	1.000000e-02	8.445000e-01	1.594910e-03	1
27	TBC1D7	TBC1 domain family, member 7	910	91	0	0	1	1	0	0	2	2	2	1.552682e-03	1	7.500000e-02	1.611977e-03	1
28	ATP6V1A	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A	1910	156	0	0	2	0	0	0	2	2	1	1.726643e-02	1.000000e-02	9.091000e-01	1.668656e-03	1
29	TSG101	tumor susceptibility gene 101	1209	250	0	0	2	0	0	0	2	2	1	1.885904e-02	1.000000e-02	4.633000e-01	1.805929e-03	1
30	JMJD1C	jumonji domain containing 1C	7723	1	0	1	0	3	0	1	4	4	4	2.097076e-04	1	5.490000e-01	1.985889e-03	1
31	SLC12A5	solute carrier family 12, (potassium-chloride transporter) member 5	3576	24	0	0	1	0	1	0	2	2	2	1.894721e-03	1	5.000000e-02	2.007058e-03	1
32	CHEK2	CHK2 checkpoint homolog (S. pombe)	1821	365	0	0	4	1	0	0	5	5	5	2.152906e-04	1	7.360000e-01	2.033102e-03	1
33	ACBD5	acyl-Coenzyme A binding domain containing 5	1626	74	0	0	2	0	0	0	2	2	2	1.065427e-03	1	1.040000e-01	2.059438e-03	1
34	USP9X	ubiquitin specific peptidase 9, X-linked	7885	15	0	1	1	1	1	1	4	4	4	2.261234e-04	1	5.900000e-01	2.124300e-03	1
35	DNASE2	deoxyribonuclease II, lysosomal	1103	70	0	0	3	0	0	0	3	3	3	4.510586e-04	1	4.930000e-01	2.270112e-03	1
36	SIGLEC6	sialic acid binding Ig-like lectin 6	1423	62	0	0	0	1	0	1	2	2	2	2.400979e-03	1	9.000000e-02	2.675998e-03	1
37	NRG2	neuregulin 2	2680	48	0	0	0	1	0	0	1	1	1	2.705552e-03	NaN	NaN	2.705552e-03	1
38	FAM22F	family with sequence similarity 22, member F	2297	16	0	0	0	1	0	0	1	1	1	3.086420e-03	NaN	NaN	3.086420e-03	1
39	PLP1	proteolipid protein 1 (Pelizaeus-Merzbacher disease, spastic paraplegia 2, uncomplicated)	858	28	0	1	2	0	0	0	2	2	2	3.749556e-04	1	9.770000e-01	3.332869e-03	1
40	ADO	2-aminoethanethiol (cysteamine) dioxygenase	813	60	0	0	2	0	0	0	2	2	2	3.986267e-04	1	6.990000e-01	3.518871e-03	1
41	SNRK	SNF related kinase	2314	37	0	0	0	0	1	0	1	1	1	3.622844e-03	NaN	NaN	3.622844e-03	1
42	KIAA0240	KIAA0240	3284	21	0	0	1	1	0	0	2	2	2	2.257484e-03	1	1.100000e-01	3.737373e-03	1
43	S100A7	S100 calcium binding protein A7	316	22	0	0	3	0	0	0	3	3	3	4.424911e-04	1	7.900000e-01	3.859890e-03	1
44	GRAMD2	GRAM domain containing 2	1111	91	0	0	2	0	0	0	2	2	2	1.439308e-03	1	2.590000e-01	4.197549e-03	1
45	SLC35F1	solute carrier family 35, member F1	1255	3	0	0	0	0	0	1	1	1	1	4.221652e-03	NaN	NaN	4.221652e-03	1
46	WIPF1	WAS/WASL interacting protein family, member 1	1540	22	0	1	2	0	0	0	2	2	2	1.926699e-02	1	1.710000e-02	4.263651e-03	1
47	DCUN1D4	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)	919	341	0	0	2	0	0	0	2	2	1	5.144481e-02	1.000000e-02	7.270000e-02	4.410063e-03	1
48	SHROOM1	shroom family member 1	2587	43	0	0	0	1	0	0	1	1	1	4.430957e-03	NaN	NaN	4.430957e-03	1
49	RABEP1	rabaptin, RAB GTPase binding effector protein 1	2657	61	0	0	0	1	0	0	1	1	1	4.440948e-03	NaN	NaN	4.440948e-03	1
50	ARID1B	AT rich interactive domain 1B (SWI1-like)	6826	8	0	0	3	1	0	1	5	5	5	1.232822e-03	1	4.140000e-01	4.472610e-03	1
51	TMEM50B	transmembrane protein 50B	501	214	0	0	2	0	0	0	2	2	2	5.439075e-04	1	5.080000e-01	4.632314e-03	1
52	RAD23B	RAD23 homolog B (S. cerevisiae)	1266	60	0	0	0	0	1	0	1	1	1	4.750203e-03	NaN	NaN	4.750203e-03	1
53	DERL1	Der1-like domain family, member 1	784	61	0	0	1	0	1	0	2	2	2	5.733525e-04	1	5.860000e-01	4.852861e-03	1
54	UBE2W	ubiquitin-conjugating enzyme E2W (putative)	515	26	0	0	0	0	0	1	1	1	1	4.987725e-03	NaN	NaN	4.987725e-03	1
55	MUC7	mucin 7, secreted	1142	25	0	1	1	1	0	0	2	2	2	2.203050e-02	1	1.700000e-02	5.012725e-03	1
56	HTR3C	5-hydroxytryptamine (serotonin) receptor 3, family member C	1378	173	0	0	2	0	0	0	2	2	2	2.855246e-03	1	2.160000e-01	5.719441e-03	1
57	KIAA1211	KIAA1211	3734	82	0	0	2	0	0	1	3	3	3	1.470640e-03	1	4.430000e-01	5.731825e-03	1
58	DYNC1I1	dynein, cytoplasmic 1, intermediate chain 1	2002	28	0	0	1	0	1	0	2	2	2	7.002945e-04	1	8.990000e-01	5.787240e-03	1
59	C20orf144	chromosome 20 open reading frame 144	470	18	0	0	0	0	0	1	1	1	1	5.985617e-03	NaN	NaN	5.985617e-03	1
60	LRRC49	leucine rich repeat containing 49	2121	22	0	0	0	0	1	0	1	1	1	6.171254e-03	NaN	NaN	6.171254e-03	1
61	SLC25A45	solute carrier family 25, member 45	891	35	0	1	3	0	0	0	3	3	3	1.662111e-03	1	3.530000e-01	6.322783e-03	1
62	VNN2	vanin 2	1589	25	0	1	2	0	0	0	2	2	2	4.595340e-03	1	1.730000e-01	6.469005e-03	1
63	MAP3K3	mitogen-activated protein kinase kinase kinase 3	2038	139	0	0	3	0	0	0	3	3	3	5.007768e-03	1	1.140000e-01	6.584923e-03	1
64	NIN	ninein (GSK3B interacting protein)	6664	17	0	0	0	0	1	0	1	1	1	6.795225e-03	NaN	NaN	6.795225e-03	1
65	NCAN	neurocan	4022	14	0	0	0	0	1	0	1	1	1	7.106144e-03	NaN	NaN	7.106144e-03	1
66	FBXO11	F-box protein 11	2960	151	0	1	1	1	0	0	2	2	2	8.871952e-04	1	5.480000e-01	7.121911e-03	1
67	AKT1	v-akt murine thymoma viral oncogene homolog 1	1495	19	0	1	3	0	0	0	3	3	2	4.694389e-02	1.600000e-02	4.440000e-01	7.155199e-03	1
68	CPT1A	carnitine palmitoyltransferase 1A (liver)	2434	27	0	0	1	1	0	0	2	2	2	9.179733e-04	1	9.700000e-01	7.337675e-03	1
69	MAP3K6	mitogen-activated protein kinase kinase kinase 6	3979	57	0	0	0	1	0	0	1	1	1	7.649548e-03	NaN	NaN	7.649548e-03	1
70	TMEM47	transmembrane protein 47	554	5	0	0	0	1	0	0	1	1	1	8.090691e-03	NaN	NaN	8.090691e-03	1
71	C19orf35	chromosome 19 open reading frame 35	1434	680	0	0	2	0	0	0	2	2	2	2.199279e-02	1	3.700000e-02	8.139719e-03	1
72	NBPF10	neuroblastoma breakpoint family, member 10	10994	39	0	0	3	0	0	0	3	3	3	1.038556e-03	1	4.030000e-01	8.173357e-03	1
73	GNPAT	glyceronephosphate O-acyltransferase	2103	44	0	0	3	0	0	0	3	3	3	2.069396e-03	1	5.090000e-01	8.274698e-03	1
74	DCX	doublecortex; lissencephaly, X-linked (doublecortin)	1365	100	0	0	3	0	0	0	3	3	3	4.948832e-03	1	1.890000e-01	8.313949e-03	1
75	MEGF6	multiple EGF-like-domains 6	4770	59	0	0	2	0	0	0	2	2	1	1.064985e-01	1.000000e-02	3.133333e-02	8.354587e-03	1
76	RAB27A	RAB27A, member RAS oncogene family	686	8	0	0	1	1	0	0	2	2	2	1.129134e-03	1	8.640000e-01	8.791781e-03	1
77	FUNDC1	FUN14 domain containing 1	484	49	0	0	0	0	0	1	1	1	1	8.966434e-03	NaN	NaN	8.966434e-03	1
78	MED31	mediator complex subunit 31	408	12	0	0	1	0	1	0	2	2	2	1.163336e-03	1	9.540000e-01	9.023370e-03	1
79	AKNAD1	AKNA domain containing 1	2568	92	0	0	2	0	0	0	2	2	2	2.909104e-03	1	4.290000e-01	9.611878e-03	1
80	TMEM62	transmembrane protein 62	1984	64	0	0	0	0	0	1	1	1	1	9.764590e-03	NaN	NaN	9.764590e-03	1
81	NECAB1	N-terminal EF-hand calcium binding protein 1	1104	1	0	0	0	0	0	1	1	1	1	9.957747e-03	NaN	NaN	9.957747e-03	1
82	TM9SF4	transmembrane 9 superfamily protein member 4	1997	30	0	0	2	0	0	0	2	2	2	1.323462e-03	1	3.430000e-01	1.009471e-02	1
83	FAM83H	family with sequence similarity 83, member H	3556	14	0	0	0	0	1	0	1	1	1	1.018897e-02	NaN	NaN	1.018897e-02	1
84	AMDHD1	amidohydrolase domain containing 1	1313	1000	0	0	1	0	0	1	2	2	2	1.290446e-02	1	7.200000e-02	1.030315e-02	1
85	TP53	tumor protein p53	1314	195	0	0	0	2	0	1	3	3	3	1.372188e-03	1	7.900000e-01	1.041676e-02	1
86	POLR1B	polymerase (RNA) I polypeptide B, 128kDa	3464	10	0	0	0	1	0	1	2	2	2	1.377549e-03	1	4.670000e-01	1.045208e-02	1
87	SH2D3C	SH2 domain containing 3C	2756	38	0	0	0	1	0	0	1	1	1	1.048480e-02	NaN	NaN	1.048480e-02	1
88	GNG5	guanine nucleotide binding protein (G protein), gamma 5	215	3	0	0	0	1	0	0	1	1	1	1.050714e-02	NaN	NaN	1.050714e-02	1
89	OCRL	oculocerebrorenal syndrome of Lowe	2798	5	0	0	1	0	1	0	2	1	2	8.925067e-02	1	1.000000e-02	1.054925e-02	1
90	METRN	meteorin, glial cell differentiation regulator	896	13	0	0	1	0	0	0	1	1	1	1.060099e-02	NaN	NaN	1.060099e-02	1
91	PRDM16	PR domain containing 16	3897	4	0	0	1	0	0	1	2	2	2	5.870280e-03	1	1.880000e-01	1.085042e-02	1
92	HBZ	hemoglobin, zeta	439	9	0	0	1	0	0	0	1	1	1	1.092709e-02	NaN	NaN	1.092709e-02	1
93	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	4763	17	0	0	1	0	0	1	2	2	2	3.337040e-02	1	2.500000e-02	1.104696e-02	1
94	CD38	CD38 molecule	931	1000	0	0	2	0	0	0	2	2	2	1.090545e-01	1	1.000000e-02	1.107264e-02	1
95	LCE1C	late cornified envelope 1C	361	139	0	0	1	0	0	0	1	1	1	1.131510e-02	NaN	NaN	1.131510e-02	1
96	ATM	ataxia telangiectasia mutated	9419	6	0	0	4	0	0	1	5	5	5	4.578888e-02	1	2.500000e-02	1.162184e-02	1
97	ADAT1	adenosine deaminase, tRNA-specific 1	1545	57	0	0	1	0	0	0	1	1	1	1.164303e-02	NaN	NaN	1.164303e-02	1
98	LSAMP	limbic system-associated membrane protein	1041	428	0	0	2	0	0	0	2	2	2	9.898627e-03	1	1.400000e-01	1.166813e-02	1
99	KIAA1432	KIAA1432	4207	86	0	1	3	0	0	0	3	3	3	8.490123e-03	1	9.400000e-02	1.171133e-02	1
100	STC2	stanniocalcin 2	921	1000	0	0	2	0	0	0	2	2	2	1.800905e-02	1	7.200000e-02	1.180245e-02	1
101	NEK8	NIMA (never in mitosis gene a)- related kinase 8	2135	93	0	0	2	0	0	0	2	2	2	1.604517e-03	1	3.170000e-01	1.192947e-02	1
102	APBB1	amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)	2185	101	0	0	2	0	0	0	2	2	2	1.634272e-03	1	7.620000e-01	1.212067e-02	1
103	SPINK9	serine peptidase inhibitor, Kazal type 9	275	19	0	0	1	0	0	0	1	1	1	1.214433e-02	NaN	NaN	1.214433e-02	1
104	GRIN2D	glutamate receptor, ionotropic, N-methyl D-aspartate 2D	4059	153	0	0	2	0	0	1	3	3	3	1.662389e-03	1	5.890000e-01	1.230084e-02	1
105	NHEDC2	Na+/H+ exchanger domain containing 2	1658	9	0	0	0	1	0	0	1	1	1	1.256960e-02	NaN	NaN	1.256960e-02	1
106	TFE3	transcription factor binding to IGHM enhancer 3	1764	200	0	0	2	0	0	0	2	2	2	1.310366e-02	1	9.000000e-02	1.281344e-02	1
107	HIST2H2AC	histone cluster 2, H2ac	392	15	0	0	0	0	0	1	1	1	1	1.292234e-02	NaN	NaN	1.292234e-02	1
108	ZNF341	zinc finger protein 341	2602	149	0	0	1	0	1	0	2	2	2	1.776546e-03	1	7.410000e-01	1.302756e-02	1
109	FANCG	Fanconi anemia, complementation group G	1921	23	0	0	0	1	0	1	2	2	2	3.211641e-03	1	4.480000e-01	1.306501e-02	1
110	MECP2	methyl CpG binding protein 2 (Rett syndrome)	1539	2	0	0	0	0	1	0	1	1	1	1.335578e-02	NaN	NaN	1.335578e-02	1
111	TFPI2	tissue factor pathway inhibitor 2	726	32	0	0	0	0	1	0	1	1	1	1.359933e-02	NaN	NaN	1.359933e-02	1
112	DGCR8	DiGeorge syndrome critical region gene 8	2370	37	0	0	2	0	0	0	2	2	1	1.502166e-01	1.190000e-02	3.538000e-01	1.366540e-02	1
113	TOMM20L	translocase of outer mitochondrial membrane 20 homolog (yeast)-like	479	44	0	0	0	1	0	0	1	1	1	1.389486e-02	NaN	NaN	1.389486e-02	1
114	CRH	corticotropin releasing hormone	595	35	0	0	0	0	0	1	1	1	1	1.389795e-02	NaN	NaN	1.389795e-02	1
115	LOC100132247		3426	48	0	0	0	0	0	1	1	1	1	1.390881e-02	NaN	NaN	1.390881e-02	1
116	RMND1	required for meiotic nuclear division 1 homolog (S. cerevisiae)	1394	721	0	0	2	0	0	0	2	2	2	2.085121e-02	1	5.600000e-02	1.391986e-02	1
117	HYDIN	hydrocephalus inducing homolog (mouse)	15717	12	0	0	0	1	0	0	1	1	1	1.398601e-02	NaN	NaN	1.398601e-02	1
118	SQLE	squalene epoxidase	1664	65	0	0	0	0	1	0	1	1	1	1.401926e-02	NaN	NaN	1.401926e-02	1
119	SLC12A3	solute carrier family 12 (sodium/chloride transporters), member 3	3195	119	0	0	0	0	1	0	1	1	1	1.423067e-02	NaN	NaN	1.423067e-02	1
120	IGSF22	immunoglobulin superfamily, member 22	4069	14	0	0	1	1	0	0	2	2	2	8.591419e-03	1	2.330000e-01	1.444040e-02	1
121	AVP	arginine vasopressin (neurophysin II, antidiuretic hormone, diabetes insipidus, neurohypophyseal)	507	35	0	0	1	0	0	0	1	1	1	1.450149e-02	NaN	NaN	1.450149e-02	1
122	IARS	isoleucyl-tRNA synthetase	3921	25	0	0	2	0	1	0	3	3	3	3.626730e-02	1	3.500000e-02	1.462144e-02	1
123	MPV17L	MPV17 mitochondrial membrane protein-like	603	5	0	0	0	0	0	1	1	1	1	1.472894e-02	NaN	NaN	1.472894e-02	1
124	CTNNAL1	catenin (cadherin-associated protein), alpha-like 1	2279	157	0	0	0	0	1	0	1	1	1	1.473892e-02	NaN	NaN	1.473892e-02	1
125	RIOK2	RIO kinase 2 (yeast)	1721	27	0	0	1	0	1	0	2	2	2	2.098643e-03	1	5.650000e-01	1.503985e-02	1
126	KCNMA1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	3989	19	0	0	0	0	1	0	1	1	1	1.520499e-02	NaN	NaN	1.520499e-02	1
127	SAPS2	SAPS domain family, member 2	2883	5	0	0	0	0	0	1	1	1	1	1.524484e-02	NaN	NaN	1.524484e-02	1
128	C14orf135	chromosome 14 open reading frame 135	2853	82	0	0	2	0	0	0	2	2	2	2.151051e-03	1	8.510000e-01	1.536237e-02	1
129	C10orf71	chromosome 10 open reading frame 71	4396	55	0	0	0	0	0	1	1	1	1	1.537958e-02	NaN	NaN	1.537958e-02	1
130	PPP2R1B	protein phosphatase 2 (formerly 2A), regulatory subunit A, beta isoform	2089	77	0	0	0	0	1	0	1	1	1	1.540122e-02	NaN	NaN	1.540122e-02	1
131	CNR2	cannabinoid receptor 2 (macrophage)	1087	706	0	0	2	0	0	0	2	2	2	1.560782e-02	1	4.200000e-02	1.547552e-02	1
132	SOX2	SRY (sex determining region Y)-box 2	954	44	0	0	0	0	0	1	1	1	1	1.554784e-02	NaN	NaN	1.554784e-02	1
133	GPR151	G protein-coupled receptor 151	1260	154	0	0	2	0	0	0	2	2	2	2.215412e-03	1	9.960000e-01	1.575671e-02	1
134	CIRH1A	cirrhosis, autosomal recessive 1A (cirhin)	2127	75	0	0	1	1	0	0	2	2	2	4.579950e-03	1	4.050000e-01	1.579255e-02	1
135	MKRN1	makorin, ring finger protein, 1	1479	6	0	1	0	0	0	1	1	1	1	1.582559e-02	NaN	NaN	1.582559e-02	1
136	SNX18	sorting nexin 18	2143	3	0	0	0	0	0	1	1	1	1	1.587963e-02	NaN	NaN	1.587963e-02	1
137	ATAD2	ATPase family, AAA domain containing 2	4281	210	0	0	2	0	0	0	2	2	2	1.719427e-02	1	4.700000e-02	1.640100e-02	1
138	FAM120B	family with sequence similarity 120B	2773	22	0	0	2	0	0	0	2	2	2	5.395637e-03	1	4.010000e-01	1.645974e-02	1
139	LPPR3		2267	2	0	0	0	0	0	1	1	1	1	1.686270e-02	NaN	NaN	1.686270e-02	1
140	TMEM49	transmembrane protein 49	1265	237	0	0	2	0	1	0	3	3	3	2.417991e-03	1	9.050000e-01	1.698594e-02	1
141	ARCN1	archain 1	1572	40	0	0	2	0	0	0	2	2	2	2.422486e-03	1	8.820000e-01	1.701303e-02	1
142	YPEL1	yippee-like 1 (Drosophila)	372	20	0	0	1	0	0	0	1	1	1	1.714911e-02	NaN	NaN	1.714911e-02	1
143	DLAT	dihydrolipoamide S-acetyltransferase	1996	129	0	0	1	0	0	0	1	1	1	1.725449e-02	NaN	NaN	1.725449e-02	1
144	HK3	hexokinase 3 (white cell)	2844	45	0	1	0	0	1	0	1	1	1	1.731497e-02	NaN	NaN	1.731497e-02	1
145	USP20	ubiquitin specific peptidase 20	2841	125	0	0	0	0	1	0	1	1	1	1.745650e-02	NaN	NaN	1.745650e-02	1
146	SCN5A	sodium channel, voltage-gated, type V, alpha subunit	6255	16	0	1	2	0	0	0	2	2	1	2.514430e-01	1.000000e-02	3.066000e-01	1.756508e-02	1
147	VTI1A	vesicle transport through interaction with t-SNAREs homolog 1A (yeast)	682	71	0	0	0	0	1	0	1	1	1	1.788019e-02	NaN	NaN	1.788019e-02	1
148	C17orf66	chromosome 17 open reading frame 66	1769	89	0	0	0	0	1	0	1	1	1	1.791686e-02	NaN	NaN	1.791686e-02	1
149	USP28	ubiquitin specific peptidase 28	3332	74	0	0	0	1	0	0	1	1	1	1.794417e-02	NaN	NaN	1.794417e-02	1
150	XYLT2	xylosyltransferase II	2638	24	0	0	0	1	0	0	1	1	1	1.807368e-02	NaN	NaN	1.807368e-02	1
151	AGPS	alkylglycerone phosphate synthase	2055	11	0	1	0	0	1	0	1	1	1	1.814182e-02	NaN	NaN	1.814182e-02	1
152	ITIH1	inter-alpha (globulin) inhibitor H1	2822	15	0	0	0	0	0	1	1	1	1	1.816670e-02	NaN	NaN	1.816670e-02	1
153	RNF128	ring finger protein 128	1719	11	0	1	0	0	0	1	1	1	1	1.838911e-02	NaN	NaN	1.838911e-02	1
154	KPNA1	karyopherin alpha 1 (importin alpha 5)	1669	68	0	0	2	0	0	0	2	2	2	2.764430e-03	1	8.150000e-01	1.904947e-02	1
155	DNAJC25	DnaJ (Hsp40) homolog, subfamily C , member 25	1099	52	0	0	0	0	0	1	1	1	1	1.910609e-02	NaN	NaN	1.910609e-02	1
156	COL6A2	collagen, type VI, alpha 2	3494	67	0	0	3	0	0	0	3	3	3	9.699722e-03	1	2.090000e-01	1.927770e-02	1
157	FLVCR2	feline leukemia virus subgroup C cellular receptor family, member 2	1617	103	0	0	0	0	1	0	1	1	1	1.931818e-02	NaN	NaN	1.931818e-02	1
158	SPR	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)	796	87	0	0	1	0	0	0	1	1	1	1.943158e-02	NaN	NaN	1.943158e-02	1
159	MGAT5B	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B	2537	41	0	0	2	0	0	0	2	2	2	1.015264e-02	1	2.530000e-01	1.945015e-02	1
160	TTC39C	tetratricopeptide repeat domain 39C	1804	281	0	0	1	1	0	0	2	2	2	2.848312e-03	1	8.000000e-01	1.954235e-02	1
161	NEFM	neurofilament, medium polypeptide 150kDa	2763	17	0	0	0	0	0	1	1	1	1	1.960190e-02	NaN	NaN	1.960190e-02	1
162	TRAPPC5	trafficking protein particle complex 5	573	139	0	0	1	0	0	0	1	1	1	1.960911e-02	NaN	NaN	1.960911e-02	1
163	ADRA1A	adrenergic, alpha-1A-, receptor	1690	134	0	0	1	0	0	0	1	1	1	1.969812e-02	NaN	NaN	1.969812e-02	1
164	ANKRD24	ankyrin repeat domain 24	3521	18	0	0	0	1	0	0	1	1	1	1.969861e-02	NaN	NaN	1.969861e-02	1
165	SENP2	SUMO1/sentrin/SMT3 specific peptidase 2	1834	172	0	0	0	0	0	1	1	1	1	1.975824e-02	NaN	NaN	1.975824e-02	1
166	ZNF839	zinc finger protein 839	2814	5	0	0	0	0	0	1	1	1	1	1.977696e-02	NaN	NaN	1.977696e-02	1
167	RETN	resistin	339	113	0	0	1	0	0	0	1	1	1	1.991310e-02	NaN	NaN	1.991310e-02	1
168	C19orf60	chromosome 19 open reading frame 60	622	3	0	0	1	0	0	0	1	1	1	1.996148e-02	NaN	NaN	1.996148e-02	1
169	TMEM145	transmembrane protein 145	1540	161	0	0	0	1	0	0	1	1	1	2.003629e-02	NaN	NaN	2.003629e-02	1
170	CALD1	caldesmon 1	2489	247	0	0	0	0	0	2	2	2	2	2.936177e-03	1	7.830000e-01	2.005599e-02	1
171	TREX1	three prime repair exonuclease 1	1112	25	0	0	0	1	0	0	1	1	1	2.027617e-02	NaN	NaN	2.027617e-02	1
172	KRTAP3-3	keratin associated protein 3-3	299	32	0	0	1	0	0	0	1	1	1	2.035839e-02	NaN	NaN	2.035839e-02	1
173	OPLAH	5-oxoprolinase (ATP-hydrolysing)	3975	10	0	0	0	0	1	0	1	1	1	2.040170e-02	NaN	NaN	2.040170e-02	1
174	COL5A1	collagen, type V, alpha 1	5777	36	0	2	2	1	0	0	3	3	3	3.019570e-03	1	5.430000e-01	2.054105e-02	1
175	BEST4	bestrophin 4	1456	119	0	0	0	0	1	0	1	1	1	2.055604e-02	NaN	NaN	2.055604e-02	1
176	PALMD	palmdelphin	1684	63	0	0	2	0	0	0	2	2	2	3.027701e-03	1	7.220000e-01	2.058822e-02	1
177	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein	1956	84	0	0	1	0	0	0	1	1	1	2.072675e-02	NaN	NaN	2.072675e-02	1
178	RAI1	retinoic acid induced 1	5737	14	0	0	0	1	0	0	1	1	1	2.094533e-02	NaN	NaN	2.094533e-02	1
179	C17orf68	chromosome 17 open reading frame 68	3744	17	0	0	0	1	0	0	1	1	1	2.094781e-02	NaN	NaN	2.094781e-02	1
180	ZCWPW1	zinc finger, CW type with PWWP domain 1	2011	98	0	0	1	0	0	0	1	1	1	2.098127e-02	NaN	NaN	2.098127e-02	1
