rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
30	KDM6A	lysine (K)-specific demethylase 6A	4318	9	0	1	7	0	2	7	16	15	15	5.746140e-06	1.290000e-01	2.930000e-01	1.393784e-05	8.487218e-03
31	AQP12A	aquaporin 12A	902	49	0	0	6	0	0	0	6	6	4	1.774453e-03	1.470000e-02	1.900000e-03	1.570694e-05	9.255946e-03
32	KRAS	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	709	275	0	0	6	0	0	0	6	6	3	1.417520e-02	9.000000e-05	9.885000e-02	1.859044e-05	1.061282e-02
33	NBPF9	neuroblastoma breakpoint family, member 9	2909	5	1	0	2	0	0	3	5	5	3	4.242704e-02	4.000000e-05	2.612000e-01	2.983354e-05	1.651513e-02
34	MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2346	15	0	0	4	1	1	6	12	12	12	1.728818e-05	1	3.700000e-02	3.215126e-05	1.727468e-02
35	ZNF362	zinc finger protein 362	1295	57	0	0	2	0	0	3	5	5	3	2.904178e-02	3.800000e-04	5.310000e-02	3.621292e-05	1.852866e-02
36	TBL1XR1	transducin (beta)-like 1 X-linked receptor 1	1601	44	0	0	2	2	1	6	11	9	9	2.044313e-04	9.700000e-03	9.178000e-01	3.651366e-05	1.852866e-02
37	SP3	Sp3 transcription factor	2370	6	0	0	3	1	0	3	7	7	6	5.666478e-05	3.700000e-02	8.850000e-01	3.974857e-05	1.962505e-02
38	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	2782	38	1	1	11	0	0	0	11	11	8	9.557729e-04	2.800000e-03	9.641000e-01	4.310585e-05	2.072257e-02
39	ZBTB7C	zinc finger and BTB domain containing 7C	1866	2	0	0	2	0	0	3	5	5	4	2.070931e-03	3.050000e-02	2.400000e-02	4.512148e-05	2.097850e-02
40	NCDN	neurochondrin	2218	1	0	0	1	1	1	1	4	4	4	6.756025e-05	1	3.000000e-02	4.593497e-05	2.097850e-02
41	MUC6	mucin 6, oligomeric mucus/gel-forming	7450	1	0	2	7	1	0	7	15	14	13	1.672043e-03	1.900000e-03	6.434000e-01	6.008012e-05	2.676936e-02
42	TGS1	trimethylguanosine synthase homolog (S. cerevisiae)	2610	37	0	1	10	1	2	1	14	13	14	4.688805e-06	1	6.510000e-01	6.222201e-05	2.683934e-02
43	TFE3	transcription factor binding to IGHM enhancer 3	1764	1	0	3	3	0	0	4	7	7	5	3.177715e-03	7.500000e-04	9.945000e-01	6.317559e-05	2.683934e-02
44	IRS4	insulin receptor substrate 4	3778	17	0	5	7	0	0	4	11	11	8	5.925404e-01	1.470000e-03	5.860000e-03	7.724511e-05	3.207077e-02
45	NLGN3	neuroligin 3	2572	49	0	2	9	0	0	2	11	11	10	2.909433e-04	1.370000e-02	8.165000e-01	8.711392e-05	3.536438e-02
46	IL1RAP	interleukin 1 receptor accessory protein	2491	17	0	0	8	2	0	0	10	9	10	7.663798e-06	1	9.780000e-01	9.793570e-05	3.889325e-02
47	USP36	ubiquitin specific peptidase 36	3444	0	0	2	4	1	0	3	8	8	6	1.266758e-02	5.250000e-04	9.989250e-01	1.120219e-04	4.354078e-02
48	CASZ1	castor zinc finger 1	5354	16	0	1	12	0	0	2	14	14	12	3.416335e-03	7.100000e-03	2.337000e-01	1.161655e-04	4.421066e-02
49	EYS	eyes shut homolog (Drosophila)	9551	19	0	1	18	0	2	2	22	21	22	7.795649e-03	1	2.571429e-04	1.189685e-04	4.435340e-02
50	KCNN3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3	2244	1	0	5	9	0	0	0	9	9	4	9.999983e-01	1.000000e-05	1	1.251291e-04	4.542240e-02
51	ZFP36L1	zinc finger protein 36, C3H type-like 1	1198	31	0	0	2	1	0	5	8	8	8	8.081480e-05	1.020000e-01	6.650000e-01	1.272306e-04	4.542240e-02
52	ICOSLG	inducible T-cell co-stimulator ligand	933	27	0	0	2	2	0	2	6	6	6	1.877249e-05	1	4.130000e-01	1.292952e-04	4.542240e-02
53	ACTL6B	actin-like 6B	1333	7	0	0	3	1	0	6	10	10	6	1.791740e-02	5.666667e-04	9.899333e-01	1.540984e-04	5.311451e-02
54	MYH9	myosin, heavy chain 9, non-muscle	6043	12	0	5	10	3	2	5	20	18	19	5.975424e-05	1.980000e-01	7.920000e-01	1.789364e-04	6.053351e-02
55	FBXW7	F-box and WD repeat domain containing 7	2580	2	0	1	13	0	0	2	15	15	13	1.322578e-03	3.520000e-02	1.018000e-01	1.912610e-04	6.352646e-02
56	FRMPD2	FERM and PDZ domain containing 2	4042	5	0	3	11	0	2	0	13	13	10	9.876989e-02	1.000000e-04	9.934400e-01	2.014012e-04	6.569993e-02
57	ZFP36L2	zinc finger protein 36, C3H type-like 2	1489	15	0	1	4	0	0	3	7	7	7	3.885945e-04	7.600000e-02	2.990000e-01	2.428301e-04	7.782490e-02
58	TPP2	tripeptidyl peptidase II	3863	4	0	1	7	1	0	0	8	8	7	2.934267e-01	1.800000e-04	5.364500e-01	2.736993e-04	8.620584e-02
59	C17orf95		1264	19	0	0	3	1	1	0	5	5	5	1.762605e-04	1	5.800000e-02	2.827428e-04	8.754485e-02
60	RUFY1	RUN and FYVE domain containing 1	2195	4	0	0	3	1	0	2	6	6	6	1.743564e-03	4.420000e-02	2.540000e-01	2.892054e-04	8.805339e-02
61	MED23	mediator complex subunit 23	5178	0	0	2	6	6	0	2	14	14	12	4.970941e-03	9.600000e-03	2.950000e-01	2.988970e-04	8.951232e-02
62	PAX2	paired box 2	1445	6	0	0	1	0	0	3	4	4	2	2.937926e-01	1.000000e-04	8.803100e-01	3.359584e-04	9.898851e-02
63	MED12	mediator complex subunit 12	6710	60	0	6	17	2	1	2	22	21	22	3.110923e-05	1	9.290000e-01	3.539610e-04	1.026374e-01
64	CHD4	chromodomain helicase DNA binding protein 4	5895	24	0	8	15	4	2	0	21	19	20	1.334573e-03	1.800000e-02	6.200000e-01	3.635006e-04	1.037567e-01
65	PFKP	phosphofructokinase, platelet	2441	16	0	1	3	0	1	2	6	6	5	1.246817e-03	2.530000e-02	2.031000e-01	3.790885e-04	1.065414e-01
66	RHBG	Rh family, B glycoprotein	1416	55	0	1	0	0	0	4	4	4	2	2.871071e-01	1.000000e-04	9.592500e-01	3.884876e-04	1.075287e-01
67	PSIP1	PC4 and SFRS1 interacting protein 1	1678	99	0	1	3	0	2	3	8	8	8	8.760131e-03	5.330000e-02	1.130000e-02	4.480677e-04	1.221687e-01
68	LRIG2	leucine-rich repeats and immunoglobulin-like domains 2	3266	9	0	1	5	0	0	3	8	7	6	8.033740e-02	4.250000e-04	2.176250e-01	5.073331e-04	1.362935e-01
69	RIBC1	RIB43A domain with coiled-coils 1	1202	158	0	0	3	1	0	0	4	4	3	3.273050e-01	1.000000e-04	2.665900e-01	5.362109e-04	1.400920e-01
70	PLK2	polo-like kinase 2 (Drosophila)	2110	63	0	1	5	1	0	3	9	9	9	4.915610e-05	1	8.460000e-01	5.368096e-04	1.400920e-01
71	ANKRD20A4	ankyrin repeat domain 20 family, member A4	2528	1	0	4	7	0	0	0	7	7	4	9.998937e-01	2.000000e-05	5.264100e-01	5.451217e-04	1.402575e-01
72	PHACTR1	phosphatase and actin regulator 1	1795	16	0	3	6	0	0	1	7	7	7	6.442974e-02	7.383333e-02	7.666667e-04	5.604397e-04	1.421960e-01
73	DLG1	discs, large homolog 1 (Drosophila)	2919	37	0	1	9	2	0	2	13	13	13	2.806050e-04	1.440000e-01	5.130000e-01	5.889285e-04	1.473773e-01
74	GPRASP2	G protein-coupled receptor associated sorting protein 2	2517	79	0	1	9	1	0	0	10	10	9	5.193705e-04	8.500000e-02	9.820000e-01	6.102312e-04	1.506446e-01
75	CCDC82	coiled-coil domain containing 82	2810	256	0	1	3	0	0	3	6	6	4	1.442601e-01	2.500000e-04	5.739333e-01	6.443236e-04	1.569400e-01
76	CCDC27	coiled-coil domain containing 27	2017	127	0	1	5	0	0	2	7	7	6	1.322254e-03	4.500000e-02	6.890000e-01	7.277900e-04	1.749377e-01
77	RHOA	ras homolog gene family, member A	918	78	0	0	5	0	0	1	6	6	5	4.490692e-04	1.520000e-01	9.240000e-01	8.128439e-04	1.928446e-01
78	MAMLD1	mastermind-like domain containing 1	3467	57	1	1	5	1	1	3	10	10	10	7.909749e-05	1	9.490000e-01	8.261598e-04	1.934909e-01
79	OR8D1	olfactory receptor, family 8, subfamily D, member 1	926	24	0	2	3	0	0	3	6	5	4	5.311845e-02	2.533333e-03	1.558000e-01	8.815947e-04	2.038604e-01
80	DCAF10	DDB1 and CUL4 associated factor 10	1706	149	0	1	1	0	0	3	4	2	4	9.065106e-01	1.000000e-04	1.448300e-01	9.344758e-04	2.109131e-01
81	ACVR1B	activin A receptor, type IB	1679	21	0	2	5	2	1	0	8	7	8	9.072727e-05	1	7.810000e-01	9.351851e-04	2.109131e-01
82	OXCT2	3-oxoacid CoA transferase 2	1556	105	0	0	4	0	0	1	5	4	3	2.211213e-02	7.400000e-03	1.268000e-01	9.551128e-04	2.127805e-01
83	STAG2	stromal antigen 2	3939	4	0	1	8	3	1	1	13	13	13	3.875866e-04	1	1.520000e-01	9.924025e-04	2.184242e-01
84	LILRA6	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6	1474	42	0	2	7	1	0	0	8	8	6	4.514268e-03	1.700000e-02	6.850000e-01	1.014712e-03	2.206081e-01
85	DNAH12	dynein, axonemal, heavy chain 12	9554	3	0	3	17	1	1	0	19	16	19	5.917130e-01	1	2.000000e-05	1.026478e-03	2.206081e-01
86	GAL3ST1	galactose-3-O-sulfotransferase 1	1280	9	0	0	5	0	0	0	5	5	3	2.032218e-01	5.750000e-04	9.741750e-01	1.220799e-03	2.593203e-01
87	EIF4A2	eukaryotic translation initiation factor 4A, isoform 2	1266	20	0	0	7	0	1	1	9	8	8	3.988428e-03	1.170000e-01	1.110000e-01	1.236181e-03	2.595696e-01
88	PCDHGB4	protocadherin gamma subfamily B, 4	29534	1	0	6	7	2	0	0	9	8	7	1.083765e-01	8.050000e-03	6.240000e-02	1.293700e-03	2.685604e-01
89	OR6C76	olfactory receptor, family 6, subfamily C, member 76	938	49	0	1	3	0	0	4	7	7	5	6.864455e-02	1.350000e-03	7.043000e-01	1.388741e-03	2.841755e-01
90	HIST1H3B	histone cluster 1, H3b	804	8	0	2	9	1	0	1	11	11	11	6.182916e-04	4.220000e-01	2.470000e-01	1.407385e-03	2.841755e-01
91	OR2T35	olfactory receptor, family 2, subfamily T, member 35	972	201	0	0	1	0	0	3	4	4	2	1.026801e-01	9.000000e-04	7.632500e-01	1.415588e-03	2.841755e-01
92	ARHGAP5	Rho GTPase activating protein 5	4529	26	0	1	6	3	1	2	12	10	12	7.377087e-04	1	1.520000e-01	1.520431e-03	3.002181e-01
93	OR2T2	olfactory receptor, family 2, subfamily T, member 2	975	1	0	6	4	0	0	0	4	4	2	9.785151e-01	1.200000e-04	9.468800e-01	1.528371e-03	3.002181e-01
94	CCDC78	coiled-coil domain containing 78	1491	16	0	0	3	0	1	0	4	4	4	8.627913e-04	1	1.470000e-01	1.652776e-03	3.212013e-01
95	RCC1	regulator of chromosome condensation 1	1399	1	0	0	0	1	0	2	3	3	2	2.034016e-02	9.100000e-03	6.768000e-01	1.775924e-03	3.415008e-01
96	LRRC37A3	leucine rich repeat containing 37, member A3	4949	0	0	0	9	0	1	0	10	10	7	6.776899e-02	1.700000e-03	9.177000e-01	1.815897e-03	3.455501e-01
97	ANXA11	annexin A11	1574	6	0	0	1	0	0	2	3	3	2	1.671155e-02	1.260000e-02	1.202000e-01	1.993153e-03	3.753703e-01
98	C12orf51	chromosome 12 open reading frame 51	13033	7	0	5	14	2	2	5	23	18	21	7.913704e-03	1.600000e-02	7.170000e-01	2.086146e-03	3.888747e-01
99	ABCA7	ATP-binding cassette, sub-family A (ABC1), member 7	6623	2	0	0	5	1	1	3	10	10	9	5.629687e-03	3.400000e-02	3.390000e-01	2.116442e-03	3.905370e-01
100	GPR158	G protein-coupled receptor 158	3690	6	0	2	3	0	0	1	4	3	4	9.668433e-01	5.150000e-03	2.701667e-02	2.254623e-03	4.081790e-01
101	SLC4A9	solute carrier family 4, sodium bicarbonate cotransporter, member 9	2966	0	0	0	0	1	0	3	4	3	3	1.279180e-02	1.500000e-02	5.660000e-01	2.265723e-03	4.081790e-01
102	KIFC3	kinesin family member C3	2587	15	0	0	3	1	0	2	6	6	6	2.563850e-03	1	3.400000e-02	2.312672e-03	4.081790e-01
103	LAMB1	laminin, beta 1	5493	18	0	2	7	4	1	0	12	12	11	9.977941e-03	1.320000e-01	3.800000e-02	2.318938e-03	4.081790e-01
104	ACOT2	acyl-CoA thioesterase 2	1460	161	0	1	5	0	0	0	5	5	3	1.515339e-01	1.250000e-03	8.893500e-01	2.323769e-03	4.081790e-01
105	TTPAL	tocopherol (alpha) transfer protein-like	1045	34	0	0	3	0	0	1	4	4	4	1.101484e-01	2.540000e-02	6.000000e-03	2.351202e-03	4.090644e-01
106	TRAF7	TNF receptor-associated factor 7	2121	3	0	0	2	0	2	2	6	6	6	2.647894e-04	1	3.530000e-01	2.445748e-03	4.214992e-01
107	ANGPTL6	angiopoietin-like 6	1435	3	0	0	1	0	0	2	3	3	2	1.454436e-02	1.600000e-02	9.140000e-01	2.540659e-03	4.303399e-01
108	C11orf49	chromosome 11 open reading frame 49	1212	5	0	0	2	0	0	2	4	4	4	9.548073e-03	1	1.250000e-02	2.576437e-03	4.303399e-01
109	TMEM120B	transmembrane protein 120B	1455	176	0	1	3	1	1	0	5	5	5	5.322727e-03	1	2.800000e-02	2.587810e-03	4.303399e-01
110	ASXL2	additional sex combs like 2 (Drosophila)	4352	21	0	3	11	5	0	1	17	16	17	7.812758e-04	1	8.600000e-02	2.600055e-03	4.303399e-01
111	GNL3L	guanine nucleotide binding protein-like 3 (nucleolar)-like	1809	22	0	1	6	0	1	0	7	7	6	6.808052e-02	8.950000e-02	8.200000e-03	2.619118e-03	4.303399e-01
112	SHISA4	shisa homolog 4 (Xenopus laevis)	610	39	0	1	2	1	0	2	5	5	5	2.745723e-03	1	5.600000e-02	2.638388e-03	4.303399e-01
113	ATP2A1	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1	3101	15	0	2	9	1	0	1	11	11	10	8.807520e-03	1.740000e-01	1.120000e-01	2.729103e-03	4.411969e-01
114	COL8A1	collagen, type VIII, alpha 1	2243	43	0	1	5	0	0	2	7	7	7	7.337547e-04	1	3.730000e-01	2.787869e-03	4.467438e-01
115	ZFP3	zinc finger protein 3 homolog (mouse)	1513	6	0	0	3	2	0	0	5	5	5	6.967636e-04	1	3.610000e-01	2.837457e-03	4.507363e-01
116	ARHGEF15	Rho guanine nucleotide exchange factor (GEF) 15	2586	4	0	3	8	0	0	3	11	9	9	6.551409e-02	3.900000e-03	9.115000e-01	2.903299e-03	4.556909e-01
117	LIMK1	LIM domain kinase 1	2004	50	0	1	3	0	1	3	7	7	6	1.291656e-02	6.600000e-02	9.800000e-02	2.918537e-03	4.556909e-01
118	SIGLEC7	sialic acid binding Ig-like lectin 7	1430	19	0	2	6	0	0	1	7	7	7	2.824021e-02	1	5.200000e-03	3.001331e-03	4.608074e-01
119	ARHGEF1	Rho guanine nucleotide exchange factor (GEF) 1	2898	23	0	1	7	1	2	0	10	10	10	8.922094e-04	1	2.650000e-01	3.012090e-03	4.608074e-01
120	IGDCC4	immunoglobulin superfamily, DCC subclass, member 4	3829	2	0	1	2	1	1	2	6	6	5	5.097575e-02	2.090000e-02	2.243000e-01	3.026981e-03	4.608074e-01
121	FGFR3	fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)	2642	1	0	1	1	0	0	2	3	3	2	2.302362e-02	1.500000e-02	7.520000e-01	3.098153e-03	4.677443e-01
122	THOC1	THO complex 1	2056	50	0	1	2	0	0	2	4	4	3	3.368098e-01	2.500000e-02	4.365000e-02	3.164181e-03	4.726106e-01
123	OR4D10	olfactory receptor, family 4, subfamily D, member 10	936	64	0	1	7	2	0	0	9	8	8	6.233090e-04	1	4.650000e-01	3.182127e-03	4.726106e-01
124	ANKRD12	ankyrin repeat domain 12	6307	6	0	1	10	2	0	7	19	18	19	7.596449e-04	1	3.970000e-01	3.257279e-03	4.798708e-01
125	TYK2	tyrosine kinase 2	3656	12	0	3	4	0	0	3	7	7	5	5.774364e-01	6.000000e-04	7.078333e-01	3.411640e-03	4.985907e-01
126	CD244	CD244 molecule, natural killer cell receptor 2B4	1145	19	0	1	3	0	0	0	3	3	2	3.960713e-01	2.993333e-02	2.466667e-03	3.498861e-03	5.072792e-01
127	ART5	ADP-ribosyltransferase 5	892	33	0	1	0	0	0	3	3	3	2	8.751520e-02	1.430000e-02	3.626000e-01	3.549717e-03	5.106003e-01
128	COL11A2	collagen, type XI, alpha 2	5545	0	0	0	2	0	0	3	5	5	4	4.105386e-02	9.500000e-03	9.258000e-01	3.579901e-03	5.109189e-01
129	SDC1	syndecan 1	949	19	0	1	0	1	0	2	3	3	2	3.664906e-02	1.020000e-02	9.128000e-01	3.639959e-03	5.142906e-01
130	ZNF397	zinc finger protein 397	1905	43	0	1	5	0	0	0	5	5	5	6.881709e-02	1	2.100000e-03	3.683930e-03	5.142906e-01
131	APOB48R	apolipoprotein B receptor	3285	10	0	4	14	0	0	1	15	14	14	1.007927e-03	3.080000e-01	9.920000e-01	3.687983e-03	5.142906e-01
132	GFPT2	glutamine-fructose-6-phosphate transaminase 2	2123	8	0	3	6	0	0	3	9	9	8	2.914420e-02	8.220000e-02	5.380000e-02	3.773582e-03	5.213166e-01
133	ATHL1	ATH1, acid trehalase-like 1 (yeast)	2266	0	0	1	4	1	0	3	8	8	8	4.366605e-04	1	9.150000e-01	3.814821e-03	5.213166e-01
134	CACNA1F	calcium channel, voltage-dependent, L type, alpha 1F subunit	6126	36	0	6	13	1	2	0	16	16	16	4.411916e-04	1	8.220000e-01	3.849852e-03	5.213166e-01
135	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	3174	6	0	0	6	1	2	1	10	10	10	9.626273e-04	1	3.890000e-01	3.862342e-03	5.213166e-01
136	CEP57	centrosomal protein 57kDa	1709	20	0	1	2	0	0	3	5	5	4	2.343328e-02	2.600000e-02	5.400000e-02	3.881052e-03	5.213166e-01
137	MR1	major histocompatibility complex, class I-related	1048	138	0	0	5	2	0	0	7	7	7	1.198049e-02	1.110000e-01	1.340000e-01	3.958311e-03	5.278133e-01
138	OR2T8	olfactory receptor, family 2, subfamily T, member 8	937	33	0	1	6	0	0	0	6	6	4	1.074974e-01	2.100000e-03	6.543000e-01	4.011970e-03	5.290476e-01
139	ATXN2	ataxin 2	4038	13	0	6	8	3	1	1	13	12	12	6.823525e-03	1.510000e-01	3.800000e-01	4.025488e-03	5.290476e-01
140	TRAFD1	TRAF-type zinc finger domain containing 1	1793	21	0	0	6	0	1	0	7	7	7	2.573034e-03	1	1.290000e-01	4.058415e-03	5.295652e-01
141	AKT2	v-akt murine thymoma viral oncogene homolog 2	1498	25	0	1	3	1	0	0	4	4	4	1.399849e-01	8.400000e-03	3.960000e-01	4.117051e-03	5.334063e-01
142	VILL	villin-like	2645	3	0	1	3	0	0	3	6	6	5	1.167754e-02	2.900000e-02	4.270000e-01	4.227822e-03	5.366993e-01
143	PARP4	poly (ADP-ribose) polymerase family, member 4	5306	0	0	2	14	0	0	0	14	12	11	9.873101e-01	2.433333e-03	7.000000e-03	4.252184e-03	5.366993e-01
144	FAM49B	family with sequence similarity 49, member B	1015	40	0	1	5	0	0	0	5	5	4	1.371603e-02	3.500000e-02	4.190000e-01	4.253114e-03	5.366993e-01
145	SHROOM2	shroom family member 2	4889	37	0	2	15	0	0	4	19	15	18	1.648933e-03	2.530000e-01	7.750000e-01	4.259985e-03	5.366993e-01
146	FBN3	fibrillin 3	8680	1	0	5	10	0	0	8	18	18	17	2.464106e-03	1.700000e-01	8.150000e-01	4.302073e-03	5.382896e-01
147	HS6ST1	heparan sulfate 6-O-sulfotransferase 1	1242	6	0	2	6	0	0	0	6	6	3	4.421285e-02	9.700000e-03	4.346000e-01	4.664859e-03	5.780023e-01
148	FARP2	FERM, RhoGEF and pleckstrin domain protein 2	3269	3	0	0	5	1	1	1	8	8	8	9.444628e-04	1	5.270000e-01	4.682742e-03	5.780023e-01
149	RNF43	ring finger protein 43	2384	5	0	0	3	0	0	2	5	5	4	3.007240e-02	1.490000e-02	3.749000e-01	4.770661e-03	5.849023e-01
150	ZC3H4	zinc finger CCCH-type containing 4	3968	1	0	0	1	0	0	2	3	3	2	1.014885e-01	5.000000e-03	8.803000e-01	4.815391e-03	5.864505e-01
151	SMAD4	SMAD family member 4	1699	10	0	0	3	2	0	2	7	7	7	1.370308e-03	1	3.480000e-01	4.848652e-03	5.865905e-01
152	C14orf43	chromosome 14 open reading frame 43	3178	1	0	1	2	0	1	3	6	6	6	5.834664e-04	1	8.120000e-01	4.928263e-03	5.922993e-01
153	KDELR1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	655	421	0	0	0	0	0	4	4	2	3	6.324553e-01	3.166667e-04	5.938167e-01	4.979047e-03	5.940830e-01
154	GYG2	glycogenin 2	1546	1	0	2	5	1	0	2	8	7	7	1.817147e-03	2.530000e-01	7.970000e-01	5.008145e-03	5.940830e-01
155	KCNA7	potassium voltage-gated channel, shaker-related subfamily, member 7	1375	7	0	0	3	0	0	1	4	4	4	6.430182e-03	1	3.900000e-02	5.084049e-03	5.989217e-01
156	CBX2	chromobox homolog 2 (Pc class homolog, Drosophila)	1963	2	1	3	0	0	0	2	2	2	1	6.123743e-02	1.000000e-02	3.552000e-01	5.142822e-03	5.989217e-01
157	PLXNA1	plexin A1	5811	32	0	4	7	0	1	4	12	12	11	9.786058e-03	5.800000e-02	9.870000e-01	5.173491e-03	5.989217e-01
158	CSPG4	chondroitin sulfate proteoglycan 4	7007	5	0	4	6	0	0	0	6	6	5	6.860141e-01	1.410000e-02	1.090000e-02	5.180076e-03	5.989217e-01
