rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
64	DDX26B	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B	2650	3	0	5	4	2	0	10	16	16	9	1.628557e-03	1.000000e-05	4.962700e-01	3.083345e-07	8.806321e-05
65	RBPJ	recombination signal binding protein for immunoglobulin kappa J region	1606	2	0	1	15	1	2	2	20	18	14	6.708344e-04	2.000000e-05	6.159800e-01	3.767668e-07	1.059526e-04
66	SMAD4	SMAD family member 4	1699	0	0	63	163	14	7	7	191	144	120	2.276170e-03	1.000000e-05	6.000000e-05	4.233264e-07	1.172422e-04
67	SLC26A8	solute carrier family 26, member 8	2989	3	0	3	10	1	9	2	22	19	17	4.894839e-07	1.600000e-02	9.960000e-01	4.619739e-07	1.260361e-04
68	RBBP7	retinoblastoma binding protein 7	1322	7	0	1	16	0	0	2	18	17	13	4.920515e-06	3.700000e-03	6.117000e-01	5.072051e-07	1.363412e-04
69	RB1	retinoblastoma 1 (including osteosarcoma)	3704	0	0	48	105	19	23	1	148	102	93	3.129929e-03	1.000000e-05	1.557500e-01	5.721406e-07	1.515675e-04
70	L1TD1	LINE-1 type transposase domain containing 1	2602	32	0	3	15	1	0	7	23	20	18	1.214338e-06	1.700000e-02	8.320000e-01	6.187200e-07	1.615655e-04
71	TOP2B	topoisomerase (DNA) II beta 180kDa	5006	24	0	3	21	2	1	6	30	25	21	3.499865e-03	1.000000e-05	5.946400e-01	6.358539e-07	1.637010e-04
72	DCLK2	doublecortin-like kinase 2	2363	11	0	3	14	1	1	3	19	16	15	3.602114e-03	1.000000e-05	4.963300e-01	6.533933e-07	1.658802e-04
73	FKBP9	FK506 binding protein 9, 63 kDa	1749	2	0	5	13	1	0	6	20	19	13	3.687590e-03	1.000000e-05	5.793400e-01	6.680330e-07	1.672736e-04
74	PTEN	phosphatase and tensin homolog (mutated in multiple advanced cancers 1)	1244	0	0	138	278	26	22	12	338	186	212	3.820615e-03	1.000000e-05	8.513600e-01	6.907774e-07	1.706314e-04
75	C14orf184		447	299	0	0	0	0	0	7	7	7	1	4.110483e-03	1.000000e-05	9.439600e-01	7.401805e-07	1.801999e-04
76	HLA-A	major histocompatibility complex, class I, A	1128	3	0	3	12	2	0	6	20	19	18	5.703725e-07	4.400000e-02	9.350000e-01	7.492310e-07	1.801999e-04
77	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	3165	0	0	4	22	13	1	7	43	36	40	1.921581e-07	9.700000e-02	8.190000e-01	7.600616e-07	1.804307e-04
78	FYN	FYN oncogene related to SRC, FGR, YES	1818	57	1	3	10	4	2	0	16	16	12	6.206240e-04	3.000000e-05	9.515400e-01	7.798923e-07	1.827648e-04
79	ALDH1A3	aldehyde dehydrogenase 1 family, member A3	1587	121	0	2	12	1	2	5	20	19	15	4.023630e-05	7.000000e-04	8.263000e-01	8.390639e-07	1.936573e-04
80	LARP4B	La ribonucleoprotein domain family, member 4B	2283	0	0	6	20	4	1	14	39	31	29	6.383187e-07	2.500000e-02	4.710000e-01	8.547739e-07	1.936573e-04
81	ZDHHC7	zinc finger, DHHC-type containing 7	1066	10	0	1	7	1	0	4	12	12	10	5.463024e-07	6.500000e-02	8.170000e-01	8.581564e-07	1.936573e-04
82	GPATCH8	G patch domain containing 8	4539	0	0	0	8	2	1	5	16	15	13	9.004097e-04	4.000000e-05	4.484000e-02	9.580626e-07	2.102564e-04
83	BCORL1	BCL6 co-repressor-like 1	5410	26	0	12	15	2	0	11	28	27	18	5.442978e-03	1.000000e-05	8.040900e-01	9.648416e-07	2.102564e-04
84	SETD2	SET domain containing 2	7777	18	0	18	44	8	0	3	55	46	49	5.504873e-03	1.000000e-05	1.390000e-03	9.751909e-07	2.102564e-04
85	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3	2819	9	0	5	16	1	3	1	21	21	17	5.571539e-03	1.000000e-05	2.238100e-01	9.863301e-07	2.102564e-04
86	SLC12A6	solute carrier family 12 (potassium/chloride transporters), member 6	3669	3	0	4	21	5	2	1	29	26	22	1.397219e-04	8.750000e-04	1.527500e-02	9.892256e-07	2.102564e-04
87	CDK12	cyclin-dependent kinase 12	4525	10	0	6	25	3	0	5	33	33	29	8.202987e-04	1.858000e-02	1.000000e-04	1.014792e-06	2.132112e-04
88	NEXN	nexilin (F actin binding protein)	2076	27	0	3	16	1	2	1	20	20	14	6.051576e-04	1.000000e-05	7.478600e-01	1.066310e-06	2.214895e-04
89	GMPS	guanine monphosphate synthetase	2144	21	0	2	14	2	0	2	18	17	16	2.280480e-05	1.600000e-03	3.079000e-01	1.121693e-06	2.269233e-04
90	PTGDR	prostaglandin D2 receptor (DP)	1086	5	0	0	5	4	0	0	9	9	6	1.327637e-04	2.750000e-03	1.480000e-02	1.126922e-06	2.269233e-04
91	PRPS1	phosphoribosyl pyrophosphate synthetase 1	981	33	0	1	9	0	0	0	9	9	5	6.433767e-03	1.000000e-05	9.427000e-01	1.129713e-06	2.269233e-04
92	BIRC3	baculoviral IAP repeat-containing 3	1847	21	0	1	15	3	0	0	18	15	13	1.895169e-04	1.777778e-04	5.695556e-01	1.145278e-06	2.275492e-04
93	IDH1	isocitrate dehydrogenase 1 (NADP+), soluble	1277	10	0	3	20	1	0	0	21	21	18	9.733665e-06	2.400000e-03	4.501000e-01	1.208550e-06	2.360194e-04
94	ZNF486	zinc finger protein 486	1408	1	0	0	8	0	0	5	13	13	10	6.955825e-03	1.000000e-05	1.206000e-01	1.215955e-06	2.360194e-04
95	ATM	ataxia telangiectasia mutated	9438	0	0	90	187	32	10	15	244	156	180	7.064687e-03	1.000000e-05	3.048000e-02	1.233888e-06	2.360194e-04
96	HIST1H1T	histone cluster 1, H1t	628	58	0	1	10	0	0	0	10	10	7	7.099120e-03	1.000000e-05	1.533900e-01	1.239557e-06	2.360194e-04
97	CREBBP	CREB binding protein (Rubinstein-Taybi syndrome)	7449	2	0	36	64	10	5	2	81	70	72	7.519151e-03	1.000000e-05	4.651800e-01	1.308575e-06	2.465922e-04
98	GMNN	geminin, DNA replication inhibitor	654	1	0	3	2	2	1	0	5	5	3	7.648716e-03	1.630000e-03	1.600000e-04	1.329817e-06	2.480380e-04
99	CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	2406	0	0	46	100	3	15	3	121	93	72	8.110269e-03	1.000000e-05	8.344900e-01	1.405311e-06	2.594715e-04
100	KDM6A	lysine (K)-specific demethylase 6A	4318	1	0	7	23	1	2	2	28	28	19	8.536638e-03	1.000000e-05	3.994800e-01	1.474816e-06	2.695817e-04
101	CLSPN	claspin homolog (Xenopus laevis)	4118	5	0	7	33	3	1	1	38	34	28	8.632463e-03	1.000000e-05	9.984100e-01	1.490408e-06	2.697343e-04
102	FRMPD4	FERM and PDZ domain containing 4	4033	9	0	10	27	2	7	2	38	36	28	8.993190e-03	1.000000e-05	7.759000e-01	1.549006e-06	2.775910e-04
103	SAPS2	SAPS domain family, member 2	2883	0	0	0	8	0	1	6	15	13	12	1.223891e-04	6.000000e-04	9.931000e-01	1.678121e-06	2.943563e-04
104	MYST4	MYST histone acetyltransferase (monocytic leukemia) 4	6282	26	0	15	26	2	4	1	33	30	28	9.824438e-03	1.000000e-05	9.967800e-01	1.683497e-06	2.943563e-04
105	PRPH2	peripherin 2 (retinal degeneration, slow)	1049	16	0	3	13	0	0	0	13	13	10	9.919161e-04	4.300000e-04	1.776500e-01	1.698777e-06	2.943563e-04
106	RBMX	RNA binding motif protein, X-linked	1265	7	0	4	8	0	0	13	21	19	8	9.969998e-03	1.000000e-05	7.745200e-01	1.706973e-06	2.943563e-04
107	LDHA	lactate dehydrogenase A	1209	11	0	2	11	1	0	2	14	14	8	1.024966e-02	1.000000e-05	8.130000e-03	1.752018e-06	2.993004e-04
108	GFI1	growth factor independent 1 transcription repressor	1293	25	0	1	8	0	3	0	11	11	6	3.122874e-04	2.125000e-04	9.283000e-01	1.798656e-06	3.044225e-04
109	SLC9A10	solute carrier family 9, member 10	3646	1	0	6	19	2	0	7	28	23	23	1.083447e-02	1.000000e-05	9.992500e-01	1.845971e-06	3.095643e-04
110	OXSM	3-oxoacyl-ACP synthase, mitochondrial	1390	3	0	1	11	0	0	3	14	14	11	1.126350e-02	1.000000e-05	1.083000e-02	1.914695e-06	3.181701e-04
111	NTAN1	N-terminal asparagine amidase	971	60	0	1	2	0	0	8	10	10	5	1.459076e-03	3.000000e-05	9.930600e-01	1.980076e-06	3.255320e-04
112	ICAM5	intercellular adhesion molecule 5, telencephalin	3154	6	0	3	11	2	0	2	15	15	11	1.182336e-02	1.000000e-05	7.796500e-01	2.004131e-06	3.255320e-04
113	KCTD3	potassium channel tetramerisation domain containing 3	2516	6	0	2	12	4	0	8	24	19	17	1.187537e-02	1.000000e-05	1.626500e-01	2.012425e-06	3.255320e-04
114	RBM44	RNA binding motif protein 44	3219	6	0	3	10	3	2	5	20	15	20	3.750037e-06	1	8.800000e-03	2.044261e-06	3.277812e-04
115	KIAA1586	KIAA1586	2376	6	0	3	8	4	0	1	13	13	12	2.868073e-05	5.058500e-01	1.650000e-03	2.062446e-06	3.278213e-04
116	CDX2	caudal type homeobox 2	950	1	0	0	2	0	0	4	6	6	3	8.895299e-05	1.500000e-03	2.240500e-01	2.104464e-06	3.316164e-04
117	EXD2	exonuclease 3'-5' domain containing 2	1519	8	0	3	11	1	1	0	13	13	9	2.140280e-03	4.000000e-05	9.999000e-01	2.166133e-06	3.384166e-04
118	CLEC4F	C-type lectin domain family 4, member F	1796	35	0	3	17	3	0	1	21	20	16	1.495899e-04	2.666667e-04	8.575833e-01	2.185609e-06	3.385657e-04
119	GPR174	G protein-coupled receptor 174	1004	11	0	1	9	0	0	1	10	10	6	1.363275e-02	5.200000e-04	2.000000e-05	2.291420e-06	3.482649e-04
120	NAA25	N(alpha)-acetyltransferase 25, NatB auxiliary subunit	3013	2	0	0	12	2	1	4	19	18	17	2.563517e-04	8.333333e-04	1.439000e-01	2.297640e-06	3.482649e-04
121	FIGNL1	fidgetin-like 1	2029	37	0	3	18	1	0	1	20	19	16	1.143423e-03	3.230000e-03	7.430000e-03	2.305381e-06	3.482649e-04
122	HMG20A	high-mobility group 20A	1080	9	0	0	9	3	2	1	15	15	10	5.707003e-04	1.200000e-04	9.821200e-01	2.391619e-06	3.583311e-04
123	SHROOM4	shroom family member 4	4516	41	0	9	16	0	0	15	31	28	18	1.444770e-02	1.000000e-05	1	2.420011e-06	3.596373e-04
124	CASP8	caspase 8, apoptosis-related cysteine peptidase	1749	15	0	1	9	6	0	5	20	18	18	7.139641e-07	1.430000e-01	7.620000e-01	2.517050e-06	3.701801e-04
125	HPS3	Hermansky-Pudlak syndrome 3	3079	4	0	3	20	1	0	2	23	23	14	1.515638e-02	1.000000e-05	7.923600e-01	2.531458e-06	3.701801e-04
126	GLI1	glioma-associated oncogene homolog 1 (zinc finger protein)	3365	8	0	7	12	2	0	8	22	21	15	1.532068e-02	1.000000e-05	1.973400e-01	2.557248e-06	3.709836e-04
127	PDCD5	programmed cell death 5	400	14	0	1	11	0	0	0	11	11	7	2.345645e-04	6.333333e-04	9.039000e-01	2.606950e-06	3.728863e-04
128	BCL9L	B-cell CLL/lymphoma 9-like	4528	0	0	2	16	3	0	8	27	25	25	3.012408e-06	6.400000e-02	2.560000e-01	2.611163e-06	3.728863e-04
129	TPM4	tropomyosin 4	1021	19	0	2	9	0	0	0	9	9	7	1.614132e-02	2.270000e-03	3.500000e-04	2.685802e-06	3.805719e-04
130	CYLD	cylindromatosis (turban tumor syndrome)	2935	2	0	12	18	5	5	2	30	27	24	1.734537e-02	1.000000e-05	1.511900e-01	2.873670e-06	4.040600e-04
131	AMOT	angiomotin	3295	1	0	4	7	4	2	4	17	16	15	9.774758e-07	9.900000e-02	4.700000e-01	2.912444e-06	4.063860e-04
132	GNPAT	glyceronephosphate O-acyltransferase	2550	1	0	0	17	0	0	2	19	19	13	1.793357e-02	1.000000e-05	7.894700e-01	2.965137e-06	4.106041e-04
133	PRKAA2	protein kinase, AMP-activated, alpha 2 catalytic subunit	1693	0	0	6	15	0	0	5	20	16	16	1.815522e-02	1.000000e-05	9.612100e-01	2.999554e-06	4.122470e-04
134	TMEM126A	transmembrane protein 126A	606	28	0	1	7	0	0	0	7	7	3	1.965970e-02	4.000000e-05	5.330000e-03	3.232469e-06	4.409425e-04
135	OSBPL11	oxysterol binding protein-like 11	2292	2	0	2	16	1	0	3	20	19	16	2.107044e-02	1.000000e-05	8.384900e-01	3.449824e-06	4.671061e-04
136	MLLT6	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	3360	1	0	4	8	0	6	4	18	17	13	5.753829e-05	2.400000e-03	9.774000e-01	3.483436e-06	4.681892e-04
137	USP24	ubiquitin specific peptidase 24	8131	7	0	11	28	2	4	3	37	34	29	2.201200e-02	1.000000e-05	6.687700e-01	3.594360e-06	4.770977e-04
138	ARFGEF1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	5702	0	0	13	28	7	2	7	44	37	34	2.206132e-02	1.000000e-05	2.288400e-01	3.601919e-06	4.770977e-04
139	OR5V1	olfactory receptor, family 5, subfamily V, member 1	967	21	0	2	15	3	0	0	18	18	13	2.282147e-02	2.000000e-05	1.706000e-02	3.718297e-06	4.881333e-04
140	PRB4	proline-rich protein BstNI subfamily 4	758	23	0	3	6	0	0	7	13	12	7	2.295454e-02	1.600000e-04	4.921000e-02	3.738643e-06	4.881333e-04
141	TRIP11	thyroid hormone receptor interactor 11	6020	3	0	9	27	4	1	5	37	26	30	2.326914e-02	1.000000e-05	6.025200e-01	3.786716e-06	4.909034e-04
142	SLK	STE20-like kinase (yeast)	3782	20	0	6	21	6	0	2	29	25	20	2.370336e-02	1.000000e-05	7.891200e-01	3.852996e-06	4.959783e-04
143	PON3	paraoxonase 3	1101	3	0	5	13	0	1	0	14	14	10	2.410017e-02	9.500000e-04	5.190000e-03	3.913496e-06	5.002434e-04
144	SLAMF7	SLAM family member 7	1034	20	0	1	9	1	0	1	11	11	7	2.288588e-03	2.900000e-04	1.373500e-01	4.076968e-06	5.175201e-04
145	ATG5	ATG5 autophagy related 5 homolog (S. cerevisiae)	856	19	0	0	9	1	0	0	10	9	6	5.090052e-03	3.200000e-04	5.150000e-03	4.118858e-06	5.192318e-04
146	SCAI	suppressor of cancer cell invasion	1962	14	2	3	9	1	6	0	16	15	12	5.873825e-04	1.530000e-02	5.675000e-03	4.267771e-06	5.343190e-04
147	TAF7L	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa	1439	51	0	2	9	2	0	3	14	13	11	4.508648e-03	3.000000e-05	3.853000e-01	4.361555e-06	5.415753e-04
148	ECT2	epithelial cell transforming sequence 2 oncogene	2742	20	0	3	18	1	1	0	20	19	17	4.731625e-04	4.000000e-04	8.815250e-01	4.384985e-06	5.415753e-04
149	DUSP1	dual specificity phosphatase 1	1116	5	0	0	6	1	0	0	7	7	3	2.837415e-02	4.000000e-05	9.512000e-02	4.561202e-06	5.595584e-04
150	ZFX	zinc finger protein, X-linked	2505	9	1	5	9	0	3	2	14	14	10	2.885384e-02	1.000000e-05	7.869500e-01	4.633475e-06	5.646353e-04
151	ATP11B	ATPase, class VI, type 11B	3650	10	0	3	18	1	1	1	21	19	17	2.913297e-02	2.000000e-05	2.162500e-01	4.675494e-06	5.659825e-04
152	NEFH	neurofilament, heavy polypeptide 200kDa	3077	5	0	4	6	1	0	9	16	14	15	9.969935e-06	2.200000e-02	5.100000e-01	4.792297e-06	5.730375e-04
153	ECM2	extracellular matrix protein 2, female organ and adipocyte specific	2138	2	0	2	12	6	2	1	21	20	16	2.515765e-05	7.200000e-03	8.340000e-01	4.796473e-06	5.730375e-04
154	CHD3	chromodomain helicase DNA binding protein 3	6440	2	0	4	15	2	2	11	30	25	26	2.064602e-03	3.000000e-05	9.253400e-01	4.951234e-06	5.876858e-04
155	KLK10	kallikrein-related peptidase 10	869	6	0	1	6	1	0	1	8	8	5	3.147803e-02	3.000000e-05	4.900000e-04	5.027479e-06	5.928858e-04
156	DST	dystonin	20488	7	0	27	100	16	2	6	124	77	111	3.172932e-02	1.000000e-05	3.945300e-01	5.065091e-06	5.934923e-04
157	NEUROD1	neurogenic differentiation 1	1075	4	0	4	9	1	0	1	11	11	10	6.610262e-04	5.000000e-04	4.501000e-01	5.262634e-06	6.127114e-04
